#		 BLOCK:	 ACTUAL_T:		 T_AVE:			 ERROR:
           1     1.21097     1.21097           0
           2     1.12617     1.16857   0.0299812
           3     1.12884     1.15533   0.0227247
           4     1.11104     1.14425   0.0195555
           5     1.13807     1.14302   0.0156835
           6      1.0944     1.13491   0.0150179
           7     1.15049     1.13714   0.0130363
           8     1.10233     1.13279   0.0121112
           9     1.13567     1.13311   0.0107697
          10     1.13211     1.13301  0.00969321
          11        1.09      1.1291    0.009568
          12     1.07738     1.12479  0.00969296
          13     1.13153     1.12531  0.00896121
          14     1.06743     1.12117  0.00922548
          15     1.10683     1.12022  0.00865987
          16     1.11367     1.11981  0.00812828
          17     1.10463     1.11892  0.00769901
          18     1.07424     1.11643  0.00766087
          19        1.13     1.11715  0.00729088
          20     1.12551     1.11757  0.00693833
          21     1.10998      1.1172  0.00661732
          22     1.11477     1.11709  0.00631746
          23     1.11532     1.11702  0.00604326
          24     1.08989     1.11589  0.00589619
          25     1.06818     1.11398  0.00596115
          26      1.0849     1.11286  0.00583588
          27     1.11178     1.11282  0.00561987
          28     1.09777     1.11228   0.0054448
          29     1.12971     1.11288  0.00529011
          30     1.13233     1.11353  0.00515333
          31     1.10696     1.11332  0.00499145
          32     1.11566     1.11339    0.004836
          33      1.1155     1.11346  0.00468988
          34     1.08388     1.11259  0.00463191
          35     1.11178     1.11256  0.00449963
          36     1.12936     1.11303  0.00439875
          37     1.10512     1.11282  0.00428506
          38     1.11521     1.11288  0.00417276
          39      1.1092     1.11279  0.00406683
          40      1.1245     1.11308  0.00397569
          41     1.12405     1.11335  0.00388773
          42     1.12953     1.11373  0.00381422
          43     1.10786     1.11359  0.00372796
          44     1.07403      1.1127  0.00375012
          45     1.11148     1.11267  0.00366688
          46     1.10817     1.11257  0.00358847
          47     1.10546     1.11242   0.0035153
          48     1.10689      1.1123  0.00344395
          49     1.10947     1.11225  0.00337415
          50     1.11836     1.11237  0.00330888
          51     1.09353       1.112  0.00326457
          52     1.13819      1.1125  0.00324042
          53     1.10929     1.11244  0.00317985
          54     1.11547      1.1125  0.00312145
          55     1.12419     1.11271  0.00307193
          56     1.10933     1.11265  0.00301767
          57     1.14247     1.11317  0.00300975
          58     1.09771     1.11291  0.00296965
          59     1.13339     1.11325  0.00293954
          60     1.12403     1.11343  0.00289603
          61     1.11239     1.11342   0.0028486
          62     1.10946     1.11335  0.00280337
          63       1.102     1.11317  0.00276466
          64     1.15358      1.1138  0.00279263
          65     1.11727     1.11386  0.00275018
          66     1.11619     1.11389  0.00270874
          67     1.10852     1.11381  0.00266949
          68     1.10971     1.11375  0.00263091
          69     1.10816     1.11367  0.00259403
          70     1.15837     1.11431  0.00263441
          71     1.10901     1.11424  0.00259836
          72     1.11413     1.11423  0.00256228
          73     1.08657     1.11385  0.00255505
          74      1.0795     1.11339  0.00256235
          75     1.11088     1.11336   0.0025284
          76     1.10133      1.1132  0.00250008
          77     1.09285     1.11293  0.00248154
          78     1.10174     1.11279  0.00245387
          79     1.07757     1.11235  0.00246298
          80     1.10937     1.11231  0.00243247
          81     1.11252     1.11231  0.00240244
          82     1.14018     1.11265  0.00239707
          83     1.14551     1.11305  0.00240065
          84     1.10642     1.11297  0.00237336
          85     1.13691     1.11325   0.0023621
          86     1.10632     1.11317    0.002336
          87     1.11691     1.11321  0.00230955
          88     1.09677     1.11302  0.00229086
          89     1.12675     1.11318   0.0022703
          90     1.11834     1.11324   0.0022458
          91     1.07269     1.11279   0.0022649
          92     1.10002     1.11265  0.00224453
          93     1.13038     1.11284  0.00222847
          94     1.11481     1.11286  0.00220486
          95     1.10387     1.11277  0.00218368
          96     1.09806     1.11262   0.0021663
          97     1.09794     1.11246  0.00214925
          98     1.12011     1.11254  0.00212873
          99     1.12464     1.11266  0.00211073
         100     1.08994     1.11244  0.00210182
         101     1.06613     1.11198  0.00213044
         102     1.11237     1.11198  0.00210955
         103     1.09286      1.1118  0.00209723
         104      1.1135     1.11181  0.00207713
         105     1.15116     1.11219  0.00209088
         106     1.09238       1.112  0.00207949
         107     1.13484     1.11221  0.00207098
         108     1.09532     1.11206   0.0020577
         109     1.11384     1.11207  0.00203889
         110     1.08605     1.11184  0.00203403
         111     1.09074     1.11165  0.00202457
         112     1.10714     1.11161  0.00200689
         113     1.14313     1.11189  0.00200843
         114     1.08655     1.11166  0.00200308
         115     1.11053     1.11165  0.00198568
         116     1.10002     1.11155   0.0019711
         117     1.13583     1.11176  0.00196514
         118      1.1197     1.11183  0.00194964
         119     1.13254       1.112    0.001941
         120     1.12565     1.11212  0.00192816
         121     1.11815     1.11217  0.00191287
         122      1.1187     1.11222  0.00189794
         123     1.11502     1.11224  0.00188264
         124     1.09081     1.11207  0.00187538
         125     1.08655     1.11187  0.00187146
         126     1.08847     1.11168  0.00186579
         127     1.08346     1.11146  0.00186429
         128     1.09205     1.11131  0.00185588
         129     1.11531     1.11134  0.00184175
         130     1.10642      1.1113  0.00182797
         131     1.09793      1.1112  0.00181686
         132     1.09665     1.11109  0.00180644
         133     1.10744     1.11106  0.00179307
         134     1.08626     1.11087  0.00178921
         135     1.12187     1.11096  0.00177781
         136     1.10515     1.11091  0.00176525
         137     1.12416     1.11101  0.00175501
         138     1.09449     1.11089  0.00174637
         139     1.12025     1.11096   0.0017351
         140     1.08697     1.11079  0.00173115
         141     1.11353     1.11081  0.00171898
         142     1.06924     1.11051  0.00173162
         143     1.07441     1.11026  0.00173781
         144     1.11132     1.11027  0.00172576
         145     1.08443     1.11009  0.00172304
         146     1.13225     1.11024  0.00171791
         147     1.13945     1.11044  0.00171768
         148     1.10271     1.11039  0.00170686
         149     1.10782     1.11037  0.00169549
         150     1.11103     1.11038   0.0016842
         151     1.09432     1.11027   0.0016764
         152     1.08126     1.11008  0.00167619
         153     1.15882      1.1104  0.00169524
         154      1.1299     1.11052  0.00168895
         155     1.08763     1.11038   0.0016845
         156      1.1081     1.11036  0.00167376
         157     1.09326     1.11025  0.00166664
         158     1.09756     1.11017  0.00165803
         159     1.11672     1.11021  0.00164811
         160     1.13691     1.11038  0.00164624
         161     1.12367     1.11046  0.00163809
         162     1.09472     1.11037  0.00163085
         163     1.12542     1.11046  0.00162346
         164     1.10319     1.11041  0.00161417
         165     1.13967     1.11059  0.00161409
         166     1.07227     1.11036   0.0016208
         167     1.09031     1.11024  0.00161553
         168     1.10282      1.1102  0.00160652
         169     1.12193     1.11027  0.00159851
         170     1.12575     1.11036   0.0015917
         171     1.08119     1.11019  0.00159151
         172     1.11678     1.11022  0.00158271
         173     1.07953     1.11005  0.00158348
         174     1.11767     1.11009  0.00157498
         175     1.12432     1.11017  0.00156808
         176     1.08256     1.11001    0.001567
         177     1.07751     1.10983  0.00156887
         178     1.10742     1.10982  0.00156011
         179     1.12028     1.10988  0.00155249
         180     1.09875     1.10981  0.00154509
         181     1.11624     1.10985  0.00153696
         182     1.10699     1.10983   0.0015286
         183     1.07695     1.10965  0.00153077
         184     1.07142     1.10945   0.0015365
         185     1.10534     1.10942  0.00152835
         186     1.15338     1.10966  0.00153829
         187     1.09562     1.10959   0.0015319
         188     1.10586     1.10957  0.00152388
         189     1.14228     1.10974  0.00152562
         190     1.09892     1.10968  0.00151865
         191      1.1189     1.10973  0.00151147
         192     1.09371     1.10965   0.0015059
         193     1.07492     1.10947  0.00150881
         194     1.12744     1.10956  0.00150387
         195     1.10543     1.10954  0.00149631
         196     1.11875     1.10959  0.00148941
         197     1.06922     1.10938  0.00149588
         198     1.14433     1.10956   0.0014987
         199      1.1191      1.1096  0.00149193
         200     1.09299     1.10952  0.00148679
         201       1.125      1.1096  0.00148138
         202     1.15609     1.10983  0.00149182
         203     1.15555     1.11005  0.00150138
         204     1.12101     1.11011  0.00149498
         205     1.13314     1.11022   0.0014919
         206     1.11815     1.11026  0.00148516
         207     1.12316     1.11032  0.00147929
         208     1.11279     1.11033  0.00147223
         209     1.08859     1.11023  0.00146885
         210     1.11104     1.11023  0.00146186
         211     1.10803     1.11022  0.00145497
         212     1.09983     1.11017  0.00144893
         213     1.11229     1.11018  0.00144217
         214      1.1291     1.11027  0.00143814
         215     1.13239     1.11037  0.00143512
         216     1.11276     1.11039  0.00142852
