#		 BLOCK:	 ACTUAL_T:		 T_AVE:			 ERROR:
           1      1.2243      1.2243           0
           2      1.1412     1.18275   0.0293795
           3     1.12042     1.16198   0.0259111
           4     1.11949     1.15135   0.0215007
           5     1.14321     1.14972   0.0172622
           6     1.13626     1.14748   0.0145303
           7     1.11987     1.14354   0.0129788
           8     1.10065     1.13817   0.0124141
           9     1.10947     1.13499   0.0114372
          10      1.1416     1.13565   0.0103126
          11     1.11464     1.13374  0.00955026
          12     1.15063     1.13515  0.00885756
          13     1.12031       1.134  0.00824936
          14     1.08482     1.13049   0.0083749
          15     1.10691     1.12892  0.00796282
          16     1.12856      1.1289  0.00746517
          17      1.1151     1.12809     0.00707
          18     1.13527     1.12848   0.0066885
          19     1.10956     1.12749  0.00641023
          20     1.16743     1.12949   0.0063932
          21      1.1109      1.1286  0.00614971
          22     1.12885     1.12861  0.00587018
          23     1.10161     1.12744  0.00573118
          24     1.12893      1.1275  0.00549272
          25     1.15095     1.12844   0.0053525
          26      1.1107     1.12776  0.00518992
          27     1.12343      1.1276  0.00500017
          28      1.1626     1.12885  0.00497542
          29     1.11854     1.12849  0.00481652
          30     1.07597     1.12674  0.00496396
          31     1.09705     1.12578  0.00489536
          32     1.10726      1.1252  0.00477646
          33     1.09583     1.12431  0.00471392
          34      1.1138       1.124   0.0045854
          35     1.10607     1.12349  0.00448292
          36     1.10755     1.12305  0.00438022
          37     1.05086      1.1211  0.00467618
          38     1.08311      1.1201  0.00465873
          39     1.09309     1.11941  0.00459045
          40     1.13062     1.11969  0.00448424
          41      1.1173     1.11963  0.00437525
          42     1.12485     1.11975  0.00427285
          43     1.13358     1.12007  0.00418556
          44     1.12492     1.12018  0.00409188
          45     1.11701     1.12011  0.00400155
          46     1.10961     1.11989  0.00392108
          47     1.13924      1.1203  0.00385921
          48     1.13148     1.12053  0.00378584
          49     1.09168     1.11994  0.00375409
          50     1.13425     1.12023  0.00368991
          51     1.12612     1.12034  0.00361937
          52     1.11571     1.12025  0.00355086
          53     1.15003     1.12082  0.00352801
          54     1.12886     1.12096  0.00346583
          55     1.11296     1.12082  0.00340587
          56     1.10351     1.12051  0.00335905
          57     1.09197     1.12001  0.00333722
          58     1.15116     1.12055  0.00332263
          59     1.11271     1.12041  0.00326896
          60     1.15385     1.12097  0.00326163
          61      1.1277     1.12108  0.00321002
          62      1.1275     1.12118  0.00315992
          63     1.10001     1.12085  0.00312758
          64     1.10583     1.12061   0.0030875
          65     1.14209     1.12094  0.00305763
          66     1.16915     1.12167  0.00309732
          67     1.09802     1.12132  0.00307115
          68     1.12273     1.12134  0.00302605
          69     1.13516     1.12154  0.00298881
          70     1.14935     1.12194   0.0029724
          71     1.13198     1.12208   0.0029339
          72     1.11463     1.12198  0.00289497
          73     1.13555     1.12216  0.00286128
          74     1.11378     1.12205  0.00282486
          75     1.09851     1.12174  0.00280458
          76     1.10736     1.12155  0.00277405
          77     1.09047     1.12114  0.00276723
          78     1.13103     1.12127  0.00273465
          79     1.13508     1.12145  0.00270561
          80     1.10866     1.12129  0.00267651
          81     1.13124     1.12141  0.00264629
          82     1.11905     1.12138  0.00261417
          83     1.10254     1.12115  0.00259251
          84     1.11727     1.12111  0.00256206
          85     1.10933     1.12097  0.00253566
          86     1.11196     1.12086  0.00250834
          87     1.14694     1.12116  0.00249736
          88     1.14422     1.12142  0.00248268
          89     1.11239     1.12132  0.00245686
          90     1.12299     1.12134  0.00242964
          91      1.1138     1.12126  0.00240435
          92     1.08551     1.12087   0.0024094
          93     1.10961     1.12075  0.00238653
          94     1.14186     1.12097  0.00237168
          95     1.10599     1.12082  0.00235195
          96     1.13189     1.12093  0.00233028
          97      1.0915     1.12063  0.00232592
          98     1.14479     1.12087  0.00231521
          99     1.10999     1.12076  0.00229444
         100       1.147     1.12103  0.00228644
         101     1.08128     1.12063  0.00229743
         102     1.08621      1.1203  0.00229956
         103     1.11571     1.12025  0.00227767
         104     1.14178     1.12046  0.00226515
         105     1.13273     1.12058  0.00224659
         106      1.1408     1.12077  0.00223349
         107     1.09873     1.12056   0.0022221
         108      1.1355      1.1207  0.00220582
         109     1.11838     1.12068  0.00218569
         110     1.12103     1.12068  0.00216582
         111     1.14542      1.1209  0.00215775
         112     1.12689     1.12096  0.00213915
         113     1.11021     1.12086  0.00212233
         114     1.08272     1.12053  0.00212993
         115     1.15126     1.12079  0.00212811
         116     1.17514     1.12126  0.00216073
         117     1.10181      1.1211  0.00214865
         118     1.12558     1.12113  0.00213077
         119     1.12641     1.12118  0.00211333
         120       1.138     1.12132  0.00210036
         121     1.13367     1.12142  0.00208548
         122     1.13473     1.12153  0.00207124
         123     1.11179     1.12145  0.00205591
         124     1.10731     1.12134  0.00204249
         125     1.15873     1.12164  0.00204794
         126     1.10617     1.12151  0.00203536
         127     1.13352     1.12161  0.00202153
         128     1.09458      1.1214  0.00201673
         129     1.08677     1.12113  0.00201888
         130     1.09469     1.12093  0.00201357
         131     1.14519     1.12111  0.00200669
         132      1.1086     1.12102  0.00199373
         133     1.11274     1.12095  0.00197971
         134     1.14189     1.12111  0.00197109
         135     1.12901     1.12117  0.00195736
         136     1.12757     1.12122  0.00194353
         137     1.09695     1.12104   0.0019374
         138     1.14347      1.1212  0.00193017
         139      1.1498     1.12141  0.00192723
         140     1.15908     1.12168  0.00193216
         141     1.12331     1.12169  0.00191849
         142      1.1073     1.12159  0.00190765
         143     1.11281     1.12152   0.0018953
         144     1.12262     1.12153  0.00188216
         145     1.10438     1.12141  0.00187289
         146     1.16585     1.12172  0.00188463
         147     1.13671     1.12182  0.00187456
         148     1.11416     1.12177  0.00186261
         149     1.11612     1.12173   0.0018505
         150     1.14665      1.1219  0.00184561
         151      1.1473     1.12206  0.00184103
         152     1.14731     1.12223   0.0018364
         153     1.13638     1.12232  0.00182672
         154     1.10949     1.12224  0.00181676
         155     1.11959     1.12222  0.00180512
         156     1.11269     1.12216  0.00179458
         157     1.13009     1.12221  0.00178386
         158     1.11215     1.12215  0.00177371
         159     1.13092      1.1222  0.00176341
         160       1.108     1.12211  0.00175462
         161      1.1455     1.12226  0.00174972
         162     1.11114     1.12219  0.00174027
         163       1.121     1.12218  0.00172961
         164     1.12056     1.12217  0.00171909
         165     1.12488     1.12219  0.00170875
         166     1.08919     1.12199  0.00170998
         167     1.10851     1.12191  0.00170165
         168      1.1464     1.12206  0.00169775
         169     1.11989     1.12204  0.00168775
         170     1.13198      1.1221  0.00167884
         171     1.09265     1.12193  0.00167783
         172     1.11595      1.1219  0.00166843
         173     1.13367     1.12196  0.00166018
         174     1.15794     1.12217  0.00166346
         175     1.13508     1.12224  0.00165559
         176     1.10915     1.12217  0.00164785
         177     1.15527     1.12236  0.00164912
