# STEP 			 x 			 y 			 z
    1239     8.23808    -19.7394    -21.4547
    1240     8.21312    -19.7627    -20.4552
    1241     9.04609    -19.3275     -20.797
    1242     8.63781     -18.674    -21.4343
    1243     8.41882    -18.7064    -20.4592
    1244     7.88684    -17.8755    -20.6226
    1245     8.60646    -18.2259    -21.2221
    1246     7.80014    -18.1438    -21.8078
    1247     8.13853    -18.6121    -20.9916
    1248     8.62692    -18.2689    -21.7939
    1249     8.44237      -17.89    -20.8871
    1250     8.94511    -17.3765    -21.5824
    1251     8.92984    -17.3776    -20.5825
    1252     8.78672    -17.3319    -19.5939
    1253     8.71817    -18.0316    -18.8828
    1254     8.65696    -17.6705    -17.9523
    1255      9.3012    -17.7289    -18.7149
    1256     9.36014     -17.658    -19.7106
    1257     9.29374    -17.3912    -18.7492
    1258     9.86061    -16.5797    -18.6075
    1259     9.85964    -16.9128    -19.5504
    1260     9.49418    -17.1715    -18.6562
    1261     9.25442    -18.1119    -18.8973
    1262     9.81189    -18.0332    -19.7238
    1263      10.531     -18.328     -20.353
    1264     10.1933    -18.3759    -21.2931
    1265       10.95    -18.0332    -20.7363
    1266     10.7237    -18.4862    -21.5986
    1267     10.1116    -18.3589    -22.3791
    1268     9.23394     -17.918    -22.5671
    1269      8.6055    -18.6372    -22.2707
    1270     8.56535    -18.3285    -21.3204
    1271     7.75825    -18.0567    -21.8445
    1272     8.04191    -17.7536    -20.9347
    1273       8.032    -18.6023    -20.4059
    1274     8.23898    -18.6952     -19.432
    1275     9.10812    -19.0821    -19.7401
    1276     9.63035    -19.1557    -20.5897
    1277     9.62285    -19.1855    -19.5902
    1278      9.9554    -19.6972    -20.3823
    1279     9.98088    -19.6574    -19.3835
    1280     9.98737    -20.2243    -18.5597
    1281     9.87013    -20.0778     -19.542
    1282     10.1681    -19.9498    -20.4879
    1283     9.97156    -19.1231    -19.9609
    1284     10.3462    -19.2402    -20.8806
    1285     9.58369    -19.5966    -21.4205
    1286      10.143    -19.6924    -20.5971
    1287     10.4176    -18.7357    -20.6931
    1288      10.425    -18.6965    -21.6923
    1289      10.682    -18.0928     -22.447
    1290     11.5017    -18.1645    -23.0153
    1291     11.4513    -19.1626    -22.9796
    1292     11.9657    -19.5561    -22.2177
    1293     12.8391    -19.2958    -22.6293
    1294     13.0782    -20.2515    -22.4579
    1295     13.0674    -20.3737    -21.4654
    1296     13.3972    -21.2664    -21.1583
    1297     13.3582    -21.3379    -20.1616
    1298     13.0496    -22.1199    -20.7031
    1299      13.306    -22.6131    -21.5343
    1300     12.7137    -22.0159    -20.9934
    1301     12.8183    -21.1925    -20.4358
    1302     12.4055    -20.3933    -20.8727
    1303      13.308    -20.6377    -21.2273
    1304     13.7524    -21.3529    -21.7667
    1305     14.0023    -21.1748     -20.815
    1306     13.9036    -21.6407    -19.9356
    1307     13.2589    -21.6046    -20.6992
    1308     13.2981    -21.5249    -21.6952
    1309     13.2467    -20.7535    -22.3295
    1310      13.513    -20.7509    -21.3656
    1311     13.5028    -20.7798    -22.3652
    1312     13.4186    -21.2202     -23.259
    1313     13.9086    -20.5994    -22.6471
    1314     13.6195    -19.8059    -22.1116
    1315      12.928     -19.119    -22.3354
    1316     12.4694    -18.7459     -23.142
    1317     11.6225     -19.148    -23.4901
    1318     11.2381    -18.4564    -24.1017
    1319     10.5084    -19.1401     -24.114
    1320     9.70954    -19.0198    -24.7033
    1321     10.6135     -18.596    -24.7602
    1322     10.3731    -17.7033    -25.1414
    1323     10.3957    -17.7178    -26.1411
    1324     10.6209    -17.3295    -27.0347
    1325     10.6668    -17.3228    -26.0358
    1326     10.0121    -17.3424    -25.2802
    1327     10.0121    -17.3424    -24.2802
    1328     9.41359    -16.9379    -24.9717
    1329     9.95808    -17.5771    -24.4285
    1330     9.98706    -17.3629    -23.4521
    1331     10.4545    -17.7532    -24.2453
    1332     11.3488    -18.0992    -24.5293
    1333     10.9912    -18.0297     -23.598
    1334     11.2574    -18.1444    -24.5551
    1335     10.8776    -17.4848    -25.2037
    1336     11.4777    -17.5753    -24.4089
    1337     11.3583    -18.1079    -25.2468
    1338     11.5127     -17.888      -26.21
    1339     12.0818    -17.2719    -25.6655
    1340     12.7201    -16.5082    -25.5695
    1341     13.0914    -17.2215    -26.1639
    1342     13.3018     -18.082    -26.6278
    1343     12.9175    -17.1589    -26.6186
    1344     12.3979    -16.6312    -27.2907
    1345      12.601    -16.9496    -28.2166
    1346     12.3716    -17.2694    -27.2973
    1347     13.3701    -17.2297    -27.2596
    1348     13.5181    -16.4337    -26.6727
    1349     12.6461    -16.8779    -26.8789
    1350     13.1704    -16.1595     -27.336
    1351     13.2824    -15.1809    -27.5092
    1352     13.9734    -15.8467    -27.2274
    1353     14.4062    -15.8993    -28.1274
    1354     13.6347    -16.3858    -28.5374
    1355     13.2444    -15.8929     -29.315
    1356     13.4041    -15.9374    -28.3289
    1357     13.9642    -16.1711    -29.1236
    1358     14.8198    -16.1221    -28.6083
    1359     14.7021    -15.9487    -29.5861
    1360     14.9859    -16.0062     -28.629
    1361     15.1496    -16.2405    -29.5873
    1362     15.8821    -16.4364    -28.9352
    1363     15.5398    -15.8562    -29.6743
    1364     15.8498     -14.925    -29.8663
    1365     16.7133    -14.7703    -30.3463
    1366     17.6214     -14.973    -30.7127
    1367     16.9201    -15.6537    -30.5012
    1368     16.8338    -15.6617    -31.4974
    1369     16.3392    -15.1879    -30.7687
    1370     16.0325    -16.1283     -30.916
    1371     15.3626    -16.6523    -30.3901
    1372     15.5044    -16.8227     -29.415
    1373     15.5057    -16.5807    -30.3853
    1374     16.0158     -17.427    -30.5389
    1375     16.1777    -17.7369    -29.6021
    1376     17.1397    -17.6385    -29.8568
    1377     17.0682    -17.6202     -30.854
    1378     16.3853    -18.3325    -30.6915
    1379     16.2322     -18.126    -31.6579
    1380     16.2184    -17.9958    -32.6493
    1381     16.1076    -18.0244    -31.6559
    1382     16.8431     -18.528     -32.109
    1383      17.771    -18.7093     -31.783
    1384     17.0583    -18.5209    -32.4587
    1385     17.1953     -19.141    -33.2312
    1386     17.2609    -20.0491    -32.8177
    1387     17.6208    -20.1816    -33.7413
    1388     17.4604    -21.0124    -34.2742
    1389     17.7567    -20.1659    -34.7164
    1390      16.849    -20.5823    -34.7673
    1391     16.4968      -21.29    -34.1549
    1392     16.4732    -21.0905    -33.1753
    1393     17.0713    -20.3347    -32.9087
    1394     17.5784    -19.6026    -33.3636
    1395     18.3011    -20.1161    -33.8262
    1396     17.7113    -19.3407    -33.6006
    1397     18.0945    -19.7489    -34.4291
    1398     17.1627     -20.053    -34.6272
    1399     17.2029    -19.8597    -33.6468
    1400     17.5139    -19.5791    -32.7388
    1401     17.5002    -19.2112    -33.6685
    1402     18.2625    -18.9331    -33.0841
    1403     18.0874    -19.1142    -34.0519
    1404     17.5279    -19.7199    -34.6176
    1405     18.3408    -19.4176    -34.1198
    1406     18.7679    -20.1939    -33.6561
    1407     19.6277    -20.3006    -33.1568
    1408     20.3905    -19.7689    -32.7888
    1409     19.8953    -18.9464    -33.0686
    1410      20.219    -18.0097    -33.2027
    1411     19.7303    -18.2778     -34.033
    1412     18.7464     -18.122    -33.9457
    1413      18.619     -18.475    -33.0187
    1414     18.1437     -19.343    -32.8754
    1415      17.355    -19.0865    -33.4342
    1416     17.6581    -19.2756    -32.5002
    1417     16.6631    -19.3268    -32.4152
    1418     16.7948    -20.2913    -32.6443
    1419     16.8997    -20.1977    -33.6344
    1420     16.0195     -20.128    -33.1648
    1421     16.1626     -19.826    -34.1074
    1422     15.6788    -20.0607    -33.2643
    1423     15.9234     -20.115    -34.2324
    1424     15.8424    -20.5017    -35.1511
    1425     16.6607    -20.9825     -35.466
    1426     16.6506    -20.9629    -36.4657
    1427     15.8521    -21.5436    -36.6248
    1428     15.8345    -21.5112    -37.6241
    1429     16.2749    -21.9722    -38.3945
    1430     17.1542    -21.5466    -38.6084
    1431     16.4839    -22.2564     -38.825
    1432      16.894    -21.6034    -39.4617
    1433     17.5559    -20.8629    -39.3452
    1434     17.6925    -20.8483    -40.3357
    1435     17.7921     -21.463    -41.1182
    1436     17.4417    -22.2591    -41.6116
    1437     17.8501    -22.8545    -42.3035
    1438     18.1602    -22.9893    -43.2446
    1439     18.4531    -23.0945    -42.2942
    1440     18.0257    -22.5237     -41.593
    1441     17.8242    -21.6535    -42.0426
    1442     18.1969    -21.7524    -42.9653
    1443     18.3385    -22.6897    -43.2837
    1444     18.3696    -22.2585    -44.1854
    1445     18.3433    -21.8316    -43.2815
    1446     17.9091    -22.3424    -42.5394
    1447     18.8144    -22.0773    -42.8714
    1448     18.7588    -22.1977    -41.8802
    1449     18.5888    -23.0144    -41.3287
    1450     18.7973    -22.5469    -40.4697
    1451     19.7936     -22.602    -40.4034
    1452     20.0462    -22.8084    -41.3487
    1453     19.7382    -23.6147    -40.8437
    1454     20.0526    -22.6662    -40.8823
    1455     19.5521    -22.0751    -41.5148
    1456     18.8907    -22.7789    -41.2556
    1457     18.9384    -22.8423    -40.2588
    1458     19.2358    -23.1438    -39.3529
    1459     18.6435    -23.8743    -39.0129
    1460     18.4074    -23.3855    -39.8527
    1461     18.3511    -23.3408    -40.8501
    1462     17.5184    -22.7922    -40.9256
    1463     17.6308     -22.901    -41.9133
    1464     17.9429    -22.0711    -42.3758
    1465     17.6592    -22.0034    -43.3323
    1466     17.2317    -22.2813    -44.1925
    1467     16.7214    -23.1285    -44.0445
    1468     17.2926    -22.6411    -44.7049
    1469     17.8901    -22.9523    -43.9659
    1470     17.8983    -23.0299    -44.9628
    1471     18.7668    -22.9523    -44.4731
    1472     18.4287    -22.0155    -44.3835
    1473     18.5133      -21.33    -43.6603
    1474     18.6405    -22.2907    -43.4135
    1475     18.6418     -22.381    -42.4176
    1476     18.5669    -21.5044    -41.9422
    1477     18.6017    -21.8963    -42.8616
    1478     18.5706    -21.4518    -41.9663
    1479     19.5196    -21.7095    -41.7845
    1480     19.4829    -21.6565    -40.7866
    1481     19.0322    -22.0681    -39.9945
    1482     18.5667    -22.5118    -39.2288
    1483     18.4941    -23.3756    -38.7301
    1484     18.7011    -22.4255    -38.9634
    1485     17.8042    -21.9953    -39.0657
    1486     17.5851    -22.9266    -39.3566
    1487     16.9566    -23.6574      -39.09
    1488     16.7857    -23.7149    -40.0736
    1489     16.7171    -23.7318    -41.0711
    1490     16.7069    -23.0344    -41.7877
    1491     16.6207    -22.0805    -41.5004
    1492     17.0738     -22.628    -42.2038
    1493     16.7002    -22.1744    -41.3947
    1494      16.141    -22.9803    -41.2001
    1495     16.0499    -21.9957    -41.0505
    1496     15.9768    -22.7107    -41.7458
    1497     15.2315    -22.1692    -42.1346
    1498     16.1867    -21.8852     -42.218
    1499      16.093    -22.7141    -42.7695
    1500     15.8803    -22.7023    -43.7465
    1501     15.1417    -23.3396    -43.9663
    1502     14.6402    -24.0017    -43.4094
    1503     15.2843    -24.6359    -42.9819
    1504     15.3929    -25.2984    -42.2407
    1505     15.4592    -25.4044    -43.2329
    1506     16.3563    -24.9766    -43.3432
    1507     16.2238    -24.9307    -44.3333
    1508      16.372     -25.131    -43.3649
    1509     16.6619    -24.9449    -44.3037
    1510     16.7223    -24.9325    -43.3056
    1511     16.1349    -24.1233    -43.2886
    1512     16.1301    -24.2239    -42.2937
    1513     15.3723    -24.8403    -42.5077
    1514     15.0714    -25.4663    -41.7883
    1515      14.673    -26.0617     -42.486
    1516      14.736    -26.1388     -41.491
    1517     14.7706    -26.3838    -42.4599
    1518      15.437    -27.1293    -42.4464
    1519     15.0835     -28.042    -42.2411
    1520     14.5167    -28.3136    -43.0189
    1521     14.1428    -28.6071    -42.1391
    1522     13.3673    -28.0502    -41.8416
    1523     13.1448    -28.9312     -41.424
    1524     14.0297    -28.4705    -41.3557
    1525      14.262    -28.0837    -42.2482
    1526     13.5793    -27.9996     -42.974
    1527     13.3688    -27.8526    -43.9405
    1528     13.1544    -27.8178    -42.9644
    1529     12.8996    -27.7593    -41.9992
    1530      12.898    -27.7378    -42.9989
    1531     12.9903    -28.5418    -43.5864
    1532     13.2567    -28.4372    -44.5445
    1533      12.975    -28.4448     -45.504
    1534     12.1425    -28.2119    -45.0013
    1535      11.428    -28.7654    -45.4292
    1536     11.4513    -29.1935    -44.5257
    1537     12.0022    -29.0522    -43.7032
    1538      11.949    -29.1819    -44.6933
    1539     11.4475    -29.9229    -44.2467
    1540     11.3418    -29.3073    -45.0277
    1541     11.2967    -28.3182    -45.1677
    1542     11.8124    -29.1267    -44.8844
    1543     10.8526     -29.251    -45.1358
    1544     10.8911    -28.6232    -44.3584
    1545     10.9559    -28.2489    -45.2834
    1546     11.0513    -27.9481    -44.3345
    1547     10.2496    -28.4922    -44.5819
    1548     10.5118    -28.5368    -45.5458
    1549      10.484    -28.5446    -46.5454
    1550     10.2957    -28.4597    -47.5239
    1551     10.6467    -28.0643     -46.675
    1552     10.5434    -27.4042     -45.931
    1553     10.7255     -26.899    -46.7746
    1554     10.1306    -27.7026     -46.755
    1555     10.8241    -27.2516    -47.3168
    1556     11.5498    -27.2673    -48.0046
    1557     10.8167    -26.9754    -48.6189
    1558     11.6741    -27.2814    -49.0327
    1559     11.3633    -27.7318    -48.1958
    1560     10.8338    -28.2848    -47.5525
    1561      10.707    -27.4081    -47.0884
    1562      10.549    -26.4471    -47.3155
    1563     11.0092    -26.6672    -48.1756
    1564     10.0515    -26.6731    -47.8879
    1565     9.49082    -27.2921     -48.438
    1566     8.81174    -27.4334    -47.7176
    1567     9.50924    -27.9173    -47.1891
    1568     9.04296    -27.2577    -46.5996
    1569     9.16684    -27.4695    -45.6302
    1570      8.9188    -26.5216    -45.8301
    1571      9.1599    -26.9226    -44.9463
    1572     9.68868    -27.3725     -45.666
    1573     9.32318    -27.9907    -44.9701
    1574     9.01464    -28.5271    -44.1846
    1575     9.27313    -28.0764    -43.3302
    1576     10.2527    -28.2682    -43.3901
    1577      10.155    -27.4687    -42.7974
    1578     11.0192    -27.4852    -42.2946
    1579     10.2579    -26.8473    -42.4108
    1580     10.2681    -26.8746    -43.4104
    1581     9.61209    -27.4348    -42.9046
    1582     9.35842    -27.4351    -41.9373
    1583     9.20264    -28.3601    -41.5907
    1584     9.45132    -28.8959    -42.3976
    1585     9.98239    -29.6983    -42.1254
    1586     9.13793    -30.0801    -41.7497
    1587     9.81953    -29.3919    -41.5009
    1588     10.0728    -29.4617     -40.536
    1589      9.1318    -29.4875    -40.8735
    1590      9.5217    -29.2584    -39.9815
    1591      10.369     -29.403    -39.4705
    1592      9.8977    -28.9745    -40.2414
    1593     10.4332    -29.1318    -41.0711
    1594       10.96    -28.4724    -41.6074
    1595     11.1277    -29.0084    -40.7801
    1596     11.2355    -28.7624    -39.8168
    1597     10.5333    -28.7135    -40.5272
    1598     10.9102    -28.1787    -39.7709
    1599     10.5509    -29.0566    -39.4544
    1600     9.62441    -28.7022    -39.3277
    1601     10.2623    -29.0544    -38.6428
    1602     9.74619    -29.9102    -38.6777
    1603     8.78406    -29.9252    -38.9499
    1604     8.56119    -29.0372    -38.5477
    1605     7.66719    -29.4819    -38.6024
    1606     7.74906    -30.3367    -38.0899
    1607     7.78146    -29.5236    -38.6711
    1608     8.32169    -28.8884     -39.223
    1609     8.11595     -27.932    -39.0157
    1610     7.95941    -27.9144    -38.0281
    1611     8.47666    -27.0735    -37.8692
    1612     8.20238    -27.9603     -38.241
    1613     8.89847    -27.3001    -37.9589
    1614     9.20597    -27.8356    -37.1723
    1615     8.30587    -28.1541    -37.4696
    1616     8.59185    -28.8328     -38.146
    1617     9.27919    -28.3402    -37.6123
    1618     9.25694    -28.3004    -38.6113
    1619      9.6106    -27.8947    -39.4541
    1620     9.62035    -27.9309    -38.4548
    1621     9.59929    -27.8201    -37.4612
    1622     9.57043    -27.8736    -38.4593
    1623       8.825    -28.0467    -39.1031
    1624      8.4565    -27.1597    -38.8246
    1625      8.2832    -26.3265    -39.3497
    1626     8.98634    -26.7352    -39.9315
    1627     8.92412    -27.1879     -39.042
    1628     9.08164    -27.1062    -38.0579
    1629     9.24946    -27.6336    -38.8908
    1630     8.27152    -27.5692    -39.0895
    1631     8.24326    -27.6665    -38.0947
    1632     7.82442    -27.1648    -37.3377
    1633     8.41647    -26.9564    -36.5593
    1634     9.13212    -27.6528    -36.5059
    1635     9.03113    -28.2448    -35.7063
    1636      8.4993    -28.2968    -34.8611
    1637     9.09225    -28.1412    -35.6511
    1638     9.57166    -28.8515    -36.1665
    1639     10.1919    -29.5465    -35.8028
    1640     9.95296    -28.6865    -35.3519
    1641     9.90207    -28.4796    -34.3748
    1642     9.51841    -28.4505    -35.2978
    1643     9.20225    -27.8029    -35.9912
    1644     9.19514    -27.8069    -36.9911
    1645     8.58886    -28.2457     -36.328
    1646      9.3671    -28.3859    -36.9401
    1647     9.56015    -28.1688    -37.8969
    1648     9.46793    -28.2914    -38.8851
    1649      8.9149    -28.7338    -39.5911
    1650     8.60174    -29.4083    -40.2596
    1651     8.46246    -29.0339    -41.1764
    1652     9.03886     -28.954    -40.3631
    1653     9.20488    -29.6192    -41.0912
    1654     8.74302    -30.4905     -41.257
    1655     9.26987    -30.8197    -40.4734
    1656     8.80581    -31.1414     -39.648
    1657     8.04325    -31.1323    -40.2949
    1658     7.40218    -30.9825    -39.5422
    1659     7.56381    -30.8763    -38.5611
    1660     7.24549    -30.8016     -37.616
    1661     7.47778    -29.9099    -38.0045
    1662      7.5641    -29.0979    -37.4272
    1663     7.51793    -29.2869    -36.4463
    1664     7.41383    -29.3932    -37.4352
    1665     7.93906      -29.52    -38.2767
    1666     7.51595     -29.484     -39.182
    1667     6.68726    -29.7021    -39.6975
    1668     6.46085    -29.2473    -38.8362
    1669     5.94876    -28.8661    -39.6059
    1670     5.94909    -28.8656    -40.6059
    1671     6.36674    -29.7673    -40.7173
    1672     6.43259    -29.4798    -39.7617
    1673     6.44015    -29.7811    -38.8082
    1674     5.77071     -30.347    -39.2896
    1675     6.38702    -30.9635    -39.7794
    1676     6.68386    -30.5222    -40.6263
    1677     6.08716    -31.2227    -40.2348
    1678     6.61455    -31.6566    -39.5043
    1679      7.4307    -31.2293    -39.8933
    1680     7.34358    -30.2333    -39.9121
    1681     7.58042    -30.9636    -39.2713
    1682     8.24024    -30.7033    -38.5664
    1683     8.50275    -30.6345    -37.6039
    1684     8.62638    -30.7457      -38.59
    1685     8.33844    -30.6765    -37.6348
    1686     7.98519    -30.2118    -38.4468
    1687     7.86221    -30.0798    -37.4632
    1688     7.85818    -30.1066    -36.4635
    1689     7.88822     -30.215    -37.4572
    1690     7.79706    -30.2211    -36.4614
    1691     7.69811    -30.6191    -35.5494
    1692      8.2459    -29.8414    -35.8578
    1693     7.34643    -30.0954    -36.2134
    1694     6.82786    -30.3949    -35.4125
    1695     6.62013    -31.2702    -34.9759
    1696     7.04968    -31.1356    -34.0829
    1697     6.18072     -31.394    -33.6609
    1698     6.97983    -31.9944    -33.6908
    1699      6.7189    -32.4272    -34.5537
    1700     5.77608    -32.5105    -34.8765
    1701     4.84945    -32.1354    -34.8503
    1702     5.41797    -31.8311    -35.6146
    1703     5.42422    -31.8913    -36.6128
    1704     5.36628    -31.7261    -35.6282
    1705     4.86478     -31.212    -36.3241
    1706     4.59965    -30.6285    -35.5565
    1707     3.73693    -30.1294    -35.4749
    1708     3.18752    -30.7903    -34.9636
    1709     3.09854     -30.595    -33.9869
    1710     3.10202     -30.564    -32.9874
    1711     2.17171    -30.7906     -32.699
    1712     2.50156    -30.5833      -33.62
    1713     3.32899    -31.0279    -33.9631
    1714     3.51079    -30.9176    -34.9403
    1715     3.49216    -30.9119    -33.9405
    1716     3.74107    -30.6018     -34.858
    1717     4.25385    -30.4672    -35.7059
    1718     3.52195    -31.1471    -35.6605
    1719     4.38214    -31.6039    -35.8871
    1720     5.27113    -31.9223    -35.5579
    1721      5.8078    -31.2179    -36.0225
    1722     5.27179    -30.7472    -35.3217
    1723     4.57617    -30.1863    -34.8729
    1724       4.275    -30.3141    -33.9279
    1725     3.80802    -29.9993    -34.7542
    1726     4.23064    -30.5049    -35.5063
    1727     4.16671    -30.9804     -34.629
    1728     4.08106    -31.7738    -35.2317
    1729     3.98264    -32.0182     -34.267
    1730      3.6314    -32.6626    -33.5877
    1731     3.94021    -32.1037    -34.3573
    1732     3.10588    -32.4115       -33.9
    1733     2.41016    -31.6955     -33.842
    1734     2.08866    -32.0603    -34.7158
    1735      1.7269    -32.7026    -34.0402
    1736     1.33647    -33.6171    -33.9339
    1737     2.02113    -32.9028    -33.7888
    1738     2.12565    -33.8061    -34.2049
    1739     1.91937    -33.7559    -33.2277
    1740     2.23251     -33.769    -34.1773
    1741     2.09816    -33.9007    -35.1594
    1742     1.86796    -34.7916    -34.7677
    1743     2.21725    -33.8677     -34.924
    1744     3.09313    -33.9457    -34.4479
    1745     3.21108    -34.7343    -35.0514
    1746     3.61908    -35.5777    -34.7018
    1747     4.05528    -36.4239    -34.3958
    1748     4.55267    -36.3774    -33.5295
    1749     4.60035    -37.3645    -33.3766
    1750     4.65275    -37.2662    -34.3704
    1751     5.01845    -36.8908    -33.5187
    1752     4.38559     -37.504     -33.046
    1753     3.85148    -37.2615    -32.2361
    1754     4.03609    -38.2362    -32.3626
    1755      3.9655    -39.2314      -32.43
    1756     3.48619    -38.4644    -32.0034
    1757     2.97037    -39.2332    -32.3815
    1758     3.27532    -39.5893    -31.4982
    1759     3.67303    -39.5517    -32.4149
    1760     4.23902    -39.4522    -31.5966
    1761     4.03951    -39.6175    -32.5624
    1762     4.75025    -39.0458    -32.1525
    1763     4.93065    -38.3151    -31.4941
    1764     5.29578    -37.6352    -30.8582
    1765     4.77173    -37.3861    -30.0437
    1766     5.68732    -37.6109    -29.7103
    1767     5.00688    -36.8894    -29.8385
    1768     5.47369    -36.8241    -30.7204
    1769     4.76513    -37.1207    -30.0801
    1770     4.53265    -36.4853    -29.3437
    1771     4.68033    -36.6685    -28.3718
    1772     3.89322    -37.1389    -27.9727
    1773     3.22544    -36.4063     -28.105
    1774     2.29898    -36.1231    -28.3529
    1775     1.91375    -36.7709    -27.6957
    1776     2.38006    -37.3531    -27.0297
    1777     2.09768    -37.9325    -26.2651
    1778     2.64514    -37.6178    -25.4897
    1779     3.14604    -37.4039    -26.3284
    1780     2.51531    -38.1773    -26.3915
    1781     2.09253    -38.3764    -27.2756
    1782     2.87207    -38.7443    -26.7688
    1783     3.47946    -38.9374    -25.9982
    1784     3.68282    -38.8692    -26.9749
    1785     3.67271     -38.833    -27.9742
    1786     4.02184    -38.4813    -27.1056
    1787     4.66691    -38.7985    -27.8008
    1788      4.6632    -37.9696    -28.3602
    1789     4.30128    -37.8635     -27.434
    1790     5.23038    -37.8526    -27.0644
    1791     5.56781    -37.8217    -26.1235
    1792     5.21678    -37.7881    -27.0593
    1793     5.08842    -38.6483    -27.5527
    1794     5.14868    -39.5089    -27.0469
    1795     5.45128    -40.1868    -27.7168
    1796     5.03416    -40.6672    -26.9453
    1797     5.53041    -40.8626    -27.7912
    1798     5.61828    -40.7781    -26.7986
    1799     5.95505    -40.6638    -27.7332
    1800     6.07817    -40.0434    -28.5078
    1801     5.36968    -40.0381    -29.2135
    1802     5.06615    -40.2477     -30.143
    1803      5.4725    -40.5446    -29.2789
    1804     5.48966    -40.5119    -28.2796
    1805     4.70181    -41.1013    -28.1007
    1806     4.88743    -41.9247    -27.5645
    1807     4.65865    -42.0311    -28.5321
    1808     4.32067    -41.6402     -27.676
    1809     3.77733    -41.0386    -28.2615
    1810     4.07937    -40.2915    -28.8537
    1811      4.1638     -40.328    -27.8579
    1812     3.50491    -40.6667    -27.1862
    1813     2.58149    -40.2939    -27.2776
    1814     2.35949    -41.1362    -26.7863
    1815     1.95437    -41.9593    -26.3883
    1816       1.783    -42.2633    -25.4512
    1817     2.17377    -42.9567    -26.0566
    1818      2.1864    -42.8637     -25.061
    1819     2.37092    -43.8093     -25.329
    1820     2.48651    -43.8345    -24.3361
    1821     2.86354    -44.6989    -24.0033
    1822     3.62841    -44.3467    -24.5427
    1823     2.93643    -43.6597    -24.7645
    1824     2.77056    -43.6389    -23.7785
    1825     2.05009    -43.6352    -23.0851
    1826     2.68044    -42.9149    -23.3746
    1827     2.87209    -43.7018     -22.788
    1828      3.6673    -43.1321    -22.5803
    1829     4.22236    -43.2474    -21.7565
    1830     3.94989    -43.8169     -22.532
    1831     4.73705    -43.8688    -23.1466
    1832     4.12532    -43.1698    -22.7762
    1833      4.2543    -44.1579    -22.8601
    1834     4.22581    -44.2495    -21.8647
    1835     4.61961    -45.0307    -21.3804
    1836     4.39607    -44.2585    -20.7857
    1837     5.39017     -44.204    -20.8796
    1838     5.63129    -45.1733    -20.9288
    1839     4.63209    -45.1334    -20.9327
    1840     4.29345    -46.0625    -21.0811
    1841     4.42195    -45.8899    -22.0577
    1842     4.33809    -45.9747    -21.0648
    1843     5.09914    -46.3433    -20.5311
    1844      4.4032    -46.2999    -19.8143
    1845     4.03461    -46.0604     -18.916
    1846     3.07979    -45.8633    -18.6936
    1847      3.0928    -45.2847    -19.5091
    1848     3.00059    -45.4394    -20.4927
    1849     3.86891    -44.9438    -20.4731
    1850     3.86566    -44.8837    -21.4713
    1851     3.15546    -44.7271    -20.7849
    1852     3.26276     -44.865    -19.8003
    1853     3.31384    -45.6554    -19.1898
    1854     3.88912    -46.4231    -19.4719
    1855     4.21553    -46.9358    -18.6778
    1856     3.54719    -47.0672    -17.9456
    1857     2.64284    -47.0162    -18.3693
    1858     2.91727    -46.2416    -18.9391
    1859     3.63517    -46.3798    -18.2568
    1860     4.27854    -47.0728    -17.9314
    1861     3.97005    -47.7849    -17.3008
    1862     4.69854    -48.4367    -17.5115
    1863     4.05182    -47.7205    -17.7737
    1864     3.96701    -47.5611    -16.7902
    1865     3.06777    -47.2937    -17.1364
    1866     3.07142    -47.2908    -18.1364
    1867     3.78288     -46.597    -18.2483
    1868     3.67909    -46.5619    -19.2423
    1869     3.46065    -45.6254    -19.5164
    1870     2.59081    -45.6761    -19.0257
    1871     2.52798    -45.8107    -20.0146
    1872     2.14027    -46.7308    -19.9602
    1873     2.79498    -47.4847    -20.0161
    1874     2.19281    -46.8928    -19.4803
    1875     2.50528    -47.8171    -19.2609
    1876     2.07977    -47.4405     -18.438
    1877      1.8218    -46.5913    -17.9772
    1878     2.73954    -46.9873    -18.0078
    1879     2.53326    -46.9665     -18.986
    1880     2.55516    -46.9037    -17.9882
    1881     2.94489     -46.991    -17.0715
    1882     3.75216    -47.3341    -16.5912
    1883     3.61054    -47.3302    -17.5811
    1884     3.76286    -47.3619     -18.569
    1885     3.71799    -47.3771    -19.5678
    1886     3.42563    -48.0957    -20.1988
    1887     3.81575     -48.467    -21.0414
    1888     4.58032    -49.1029    -21.1467
    1889     5.04021    -49.7524    -20.5412
    1890     4.69294    -48.8706    -20.8605
    1891      4.0944    -48.9705    -21.6554
    1892     4.90192    -48.7149    -21.1237
    1893     5.12503    -48.8447    -20.1576
    1894     5.09489    -48.6149    -19.1848
    1895     5.42293    -47.8056    -19.6719
    1896     5.59375    -47.6233    -20.6402
    1897     6.30984    -47.8932     -21.284
    1898     5.80469    -47.7948    -20.4266
    1899     4.92569    -47.3652    -20.6335
    1900     4.64691    -47.9683    -21.3809
    1901     4.43069    -47.9653    -20.4045
    1902     4.33089     -47.041    -20.7727
    1903     3.68644    -47.3186    -21.4852
    1904     4.38571    -46.8292    -20.9641
    1905      4.4205    -47.0809    -21.9313
    1906     5.05576    -46.3095    -21.9681
    1907     4.82864    -46.6586    -21.0589
    1908      4.5111    -47.3991    -21.6512
    1909     4.66859    -47.2291     -22.624
    1910     5.14179     -47.612    -21.8306
    1911     4.20534    -47.8351    -22.1014
