# STEP 			 x 			 y 			 z
    2535           7         -43          29
    2536           6         -43          29
    2537           6         -43          28
    2538           5         -43          28
    2539           5         -43          27
    2540           5         -44          27
    2541           4         -44          27
    2542           4         -43          27
    2543           4         -42          27
    2544           5         -42          27
    2545           5         -43          27
    2546           5         -43          28
    2547           4         -43          28
    2548           4         -43          27
    2549           4         -42          27
    2550           4         -43          27
    2551           4         -44          27
    2552           4         -44          26
    2553           4         -43          26
    2554           3         -43          26
    2555           3         -43          27
    2556           3         -43          28
    2557           4         -43          28
    2558           4         -44          28
    2559           4         -44          29
    2560           4         -43          29
    2561           4         -43          30
    2562           5         -43          30
    2563           5         -43          29
    2564           5         -42          29
    2565           4         -42          29
    2566           4         -41          29
    2567           4         -40          29
    2568           4         -40          28
    2569           3         -40          28
    2570           3         -39          28
    2571           4         -39          28
    2572           4         -40          28
    2573           3         -40          28
    2574           3         -40          29
    2575           3         -41          29
    2576           3         -41          30
    2577           3         -42          30
    2578           3         -42          31
    2579           3         -42          32
    2580           4         -42          32
    2581           4         -42          33
    2582           4         -41          33
    2583           4         -41          32
    2584           4         -41          31
    2585           5         -41          31
    2586           5         -41          32
    2587           5         -40          32
    2588           5         -40          31
    2589           5         -39          31
    2590           4         -39          31
    2591           4         -39          32
    2592           4         -40          32
    2593           4         -41          32
    2594           4         -41          31
    2595           4         -41          30
    2596           4         -41          29
    2597           3         -41          29
    2598           3         -41          28
    2599           3         -41          27
    2600           2         -41          27
    2601           2         -40          27
    2602           2         -41          27
    2603           3         -41          27
    2604           2         -41          27
    2605           2         -41          26
    2606           2         -40          26
    2607           2         -41          26
    2608           2         -42          26
    2609           3         -42          26
    2610           4         -42          26
    2611           4         -42          27
    2612           4         -42          28
    2613           4         -41          28
    2614           4         -41          29
    2615           4         -42          29
    2616           3         -42          29
    2617           3         -42          28
    2618           3         -42          27
    2619           3         -42          28
    2620           2         -42          28
    2621           1         -42          28
    2622           1         -42          27
    2623           2         -42          27
    2624           2         -41          27
    2625           2         -41          26
    2626           2         -41          25
    2627           2         -40          25
    2628           2         -40          24
    2629           1         -40          24
    2630           1         -40          23
    2631           0         -40          23
    2632           0         -39          23
    2633           0         -40          23
    2634           0         -40          24
    2635           0         -41          24
    2636           0         -41          25
    2637           0         -42          25
    2638           1         -42          25
    2639           1         -42          24
    2640           1         -43          24
    2641           2         -43          24
    2642           2         -43          25
    2643           2         -43          24
    2644           2         -44          24
    2645           2         -45          24
    2646           1         -45          24
    2647           0         -45          24
    2648           1         -45          24
    2649           1         -46          24
    2650           2         -46          24
    2651           1         -46          24
    2652           1         -46          23
    2653           0         -46          23
    2654           1         -46          23
    2655           1         -46          24
    2656           1         -46          25
    2657           1         -47          25
    2658           2         -47          25
    2659           2         -47          26
    2660           2         -47          27
    2661           3         -47          27
    2662           3         -47          26
    2663           3         -46          26
    2664           2         -46          26
    2665           3         -46          26
    2666           3         -47          26
    2667           3         -47          27
    2668           4         -47          27
    2669           4         -47          28
    2670           4         -46          28
    2671           4         -47          28
    2672           3         -47          28
    2673           3         -47          27
    2674           3         -47          26
    2675           3         -46          26
    2676           3         -46          25
    2677           3         -46          26
    2678           4         -46          26
    2679           4         -45          26
    2680           4         -45          25
    2681           3         -45          25
    2682           3         -46          25
    2683           3         -46          24
    2684           2         -46          24
    2685           2         -46          23
    2686           2         -46          22
    2687           2         -46          23
    2688           2         -47          23
    2689           2         -48          23
    2690           2         -48          22
    2691           2         -48          23
    2692           2         -49          23
    2693           2         -49          24
    2694           2         -49          25
    2695           2         -50          25
    2696           2         -51          25
    2697           2         -51          26
    2698           1         -51          26
    2699           2         -51          26
    2700           2         -51          27
    2701           2         -52          27
    2702           2         -52          26
    2703           1         -52          26
    2704           0         -52          26
    2705           0         -51          26
    2706           0         -51          25
    2707           0         -52          25
    2708           0         -53          25
    2709           0         -52          25
    2710           0         -52          26
    2711           0         -52          27
    2712           0         -53          27
    2713           0         -53          26
    2714          -1         -53          26
    2715          -2         -53          26
    2716          -3         -53          26
    2717          -3         -54          26
    2718          -2         -54          26
    2719          -2         -54          27
    2720          -1         -54          27
    2721           0         -54          27
    2722          -1         -54          27
    2723          -1         -53          27
    2724          -2         -53          27
    2725          -2         -52          27
    2726          -2         -51          27
    2727          -1         -51          27
    2728          -2         -51          27
    2729          -2         -50          27
    2730          -1         -50          27
    2731          -1         -51          27
    2732          -1         -51          28
    2733          -1         -52          28
    2734          -1         -52          27
    2735           0         -52          27
    2736           0         -52          26
    2737           0         -51          26
    2738           1         -51          26
    2739           1         -51          27
    2740           1         -51          26
    2741           1         -50          26
    2742           1         -50          25
    2743           2         -50          25
    2744           2         -49          25
    2745           2         -49          24
    2746           3         -49          24
    2747           3         -48          24
    2748           3         -49          24
    2749           3         -49          25
    2750           4         -49          25
    2751           3         -49          25
    2752           4         -49          25
    2753           4         -49          24
    2754           3         -49          24
    2755           3         -50          24
    2756           3         -49          24
    2757           3         -49          25
    2758           3         -48          25
    2759           3         -48          26
    2760           3         -47          26
    2761           2         -47          26
    2762           2         -46          26
    2763           2         -46          25
    2764           1         -46          25
    2765           0         -46          25
    2766          -1         -46          25
    2767          -2         -46          25
    2768          -1         -46          25
    2769          -1         -45          25
    2770          -1         -45          26
    2771           0         -45          26
    2772           0         -44          26
    2773           0         -44          27
    2774           0         -44          28
    2775          -1         -44          28
    2776          -2         -44          28
    2777          -2         -43          28
    2778          -2         -43          27
    2779          -2         -44          27
    2780          -2         -43          27
    2781          -2         -44          27
    2782          -2         -44          26
    2783          -2         -45          26
    2784          -3         -45          26
    2785          -3         -46          26
    2786          -3         -45          26
    2787          -2         -45          26
    2788          -2         -46          26
    2789          -3         -46          26
    2790          -3         -45          26
    2791          -3         -44          26
    2792          -2         -44          26
    2793          -2         -44          25
    2794          -1         -44          25
    2795           0         -44          25
    2796           0         -45          25
    2797           0         -45          24
    2798           0         -46          24
    2799          -1         -46          24
    2800          -1         -47          24
    2801          -1         -47          25
    2802           0         -47          25
    2803           1         -47          25
    2804           1         -46          25
    2805           0         -46          25
    2806          -1         -46          25
    2807          -1         -45          25
    2808          -1         -44          25
    2809          -1         -45          25
    2810          -1         -46          25
    2811          -1         -45          25
    2812          -1         -44          25
    2813          -1         -43          25
    2814          -1         -42          25
    2815          -1         -41          25
    2816           0         -41          25
    2817           0         -41          24
    2818           1         -41          24
    2819           1         -40          24
    2820           0         -40          24
    2821           0         -40          23
    2822          -1         -40          23
    2823          -1         -41          23
    2824          -1         -42          23
    2825           0         -42          23
    2826          -1         -42          23
    2827          -1         -41          23
    2828          -1         -40          23
    2829          -1         -39          23
    2830          -1         -40          23
    2831          -1         -40          24
    2832          -1         -41          24
    2833          -1         -42          24
    2834          -1         -43          24
    2835          -1         -42          24
    2836          -1         -43          24
    2837          -1         -44          24
    2838          -1         -44          25
    2839           0         -44          25
    2840           0         -44          24
    2841           0         -43          24
    2842           0         -43          23
    2843           0         -44          23
    2844           0         -44          24
    2845           1         -44          24
    2846           1         -43          24
    2847           1         -43          25
    2848           1         -43          24
    2849           2         -43          24
    2850           2         -43          23
    2851           2         -43          24
    2852           2         -42          24
    2853           2         -42          23
    2854           2         -42          24
    2855           2         -43          24
    2856           1         -43          24
    2857           1         -42          24
    2858           0         -42          24
    2859           0         -43          24
    2860           1         -43          24
    2861           1         -43          23
    2862           1         -43          24
    2863           1         -43          23
    2864           1         -44          23
    2865           1         -45          23
    2866           1         -44          23
    2867           2         -44          23
    2868           2         -44          24
    2869           2         -45          24
    2870           2         -44          24
    2871           2         -44          23
    2872           2         -44          24
    2873           2         -43          24
    2874           2         -43          25
    2875           2         -43          26
    2876           1         -43          26
    2877           1         -42          26
    2878           1         -42          27
    2879           1         -41          27
    2880           1         -41          26
    2881           2         -41          26
    2882           2         -40          26
    2883           2         -41          26
    2884           2         -41          27
    2885           2         -42          27
    2886           3         -42          27
    2887           3         -42          26
    2888           3         -43          26
    2889           2         -43          26
    2890           3         -43          26
    2891           2         -43          26
    2892           2         -42          26
    2893           1         -42          26
    2894           1         -43          26
    2895           1         -44          26
    2896           2         -44          26
    2897           2         -44          27
    2898           2         -44          26
    2899           1         -44          26
    2900           1         -43          26
    2901           1         -42          26
    2902           0         -42          26
    2903           0         -43          26
    2904          -1         -43          26
    2905          -1         -43          25
    2906          -1         -42          25
    2907          -1         -43          25
    2908          -1         -43          24
    2909          -1         -42          24
    2910          -1         -42          23
    2911           0         -42          23
    2912           0         -42          22
    2913           0         -42          23
    2914           0         -41          23
    2915           1         -41          23
    2916           0         -41          23
    2917           0         -41          22
    2918          -1         -41          22
    2919          -1         -40          22
    2920          -1         -40          21
    2921          -1         -40          22
    2922          -1         -40          21
    2923          -2         -40          21
    2924          -2         -40          20
    2925          -3         -40          20
    2926          -2         -40          20
    2927          -2         -39          20
    2928          -2         -40          20
    2929          -2         -41          20
    2930          -2         -41          19
    2931          -2         -41          20
    2932          -2         -42          20
    2933          -2         -42          21
    2934          -1         -42          21
    2935          -2         -42          21
    2936          -2         -42          20
    2937          -2         -43          20
    2938          -2         -43          19
    2939          -2         -42          19
    2940          -1         -42          19
    2941           0         -42          19
    2942           1         -42          19
    2943           1         -41          19
    2944           2         -41          19
    2945           1         -41          19
    2946           2         -41          19
    2947           2         -40          19
    2948           2         -40          20
    2949           2         -40          19
    2950           1         -40          19
    2951           2         -40          19
    2952           2         -40          20
    2953           3         -40          20
    2954           3         -40          21
    2955           2         -40          21
    2956           2         -40          20
    2957           2         -40          19
    2958           2         -40          18
    2959           3         -40          18
    2960           3         -40          19
    2961           2         -40          19
    2962           2         -40          20
    2963           2         -39          20
    2964           2         -39          21
    2965           1         -39          21
    2966           1         -40          21
    2967           2         -40          21
    2968           2         -39          21
    2969           3         -39          21
    2970           2         -39          21
    2971           2         -39          22
    2972           3         -39          22
    2973           3         -39          23
    2974           3         -38          23
    2975           3         -38          24
    2976           3         -37          24
    2977           3         -36          24
    2978           3         -36          25
    2979           3         -37          25
    2980           3         -36          25
    2981           3         -36          24
    2982           2         -36          24
    2983           2         -36          25
    2984           3         -36          25
    2985           3         -37          25
    2986           3         -38          25
    2987           3         -39          25
    2988           2         -39          25
    2989           2         -40          25
    2990           3         -40          25
    2991           3         -40          26
    2992           4         -40          26
    2993           4         -39          26
    2994           4         -39          25
    2995           4         -38          25
    2996           5         -38          25
    2997           5         -38          24
    2998           4         -38          24
    2999           4         -37          24
    3000           4         -36          24
    3001           4         -36          25
    3002           5         -36          25
    3003           5         -37          25
    3004           4         -37          25
    3005           4         -37          26
    3006           5         -37          26
    3007           5         -37          25
    3008           5         -36          25
    3009           5         -36          26
    3010           5         -36          25
    3011           5         -37          25
    3012           5         -37          24
    3013           5         -37          25
    3014           4         -37          25
    3015           4         -38          25
    3016           4         -37          25
    3017           4         -36          25
    3018           4         -36          24
    3019           5         -36          24
    3020           5         -36          25
    3021           4         -36          25
    3022           4         -36          26
    3023           4         -35          26
    3024           5         -35          26
    3025           5         -36          26
    3026           6         -36          26
    3027           7         -36          26
    3028           7         -36          27
    3029           7         -36          26
    3030           7         -37          26
    3031           8         -37          26
    3032           8         -36          26
    3033           7         -36          26
    3034           8         -36          26
    3035           8         -36          25
    3036           8         -35          25
    3037           8         -35          24
    3038           7         -35          24
    3039           8         -35          24
    3040           8         -35          25
    3041           8         -35          26
    3042           8         -36          26
    3043           9         -36          26
    3044           9         -36          27
    3045           9         -36          28
    3046           9         -36          27
    3047           9         -36          28
    3048           9         -35          28
    3049           9         -36          28
    3050           9         -36          29
    3051           9         -35          29
    3052          10         -35          29
    3053           9         -35          29
    3054          10         -35          29
    3055           9         -35          29
    3056           8         -35          29
    3057           9         -35          29
    3058          10         -35          29
    3059          10         -36          29
    3060          10         -36          28
    3061          10         -37          28
    3062          10         -37          27
    3063          10         -37          28
    3064          10         -37          27
    3065          10         -37          28
    3066           9         -37          28
    3067           9         -38          28
    3068           8         -38          28
    3069           8         -38          29
    3070           7         -38          29
    3071           7         -39          29
    3072           6         -39          29
    3073           7         -39          29
    3074           8         -39          29
    3075           7         -39          29
    3076           8         -39          29
    3077           8         -38          29
    3078           8         -39          29
    3079           8         -40          29
    3080           8         -39          29
    3081           8         -38          29
    3082           8         -38          30
    3083           8         -39          30
    3084           8         -39          31
    3085           8         -39          32
    3086           9         -39          32
    3087          10         -39          32
    3088          10         -39          33
    3089          10         -40          33
    3090           9         -40          33
    3091           9         -40          34
    3092          10         -40          34
    3093          11         -40          34
    3094          11         -40          35
    3095          10         -40          35
    3096          10         -39          35
    3097          10         -39          34
    3098          10         -39          35
    3099           9         -39          35
    3100           9         -39          36
    3101           9         -40          36
    3102           9         -39          36
    3103           9         -39          35
    3104           9         -39          36
    3105           9         -39          35
    3106           9         -40          35
    3107           9         -40          34
    3108           9         -39          34
    3109           9         -38          34
    3110          10         -38          34
    3111          10         -39          34
    3112          10         -40          34
    3113          11         -40          34
    3114          11         -40          35
    3115          11         -40          34
    3116          11         -40          33
    3117          12         -40          33
    3118          12         -40          32
    3119          12         -39          32
    3120          12         -39          33
    3121          11         -39          33
    3122          11         -40          33
    3123          10         -40          33
    3124          10         -39          33
    3125          10         -38          33
    3126          10         -37          33
    3127          11         -37          33
    3128          11         -37          34
    3129          11         -37          35
    3130          11         -37          34
    3131          10         -37          34
    3132          11         -37          34
    3133          11         -37          35
    3134          10         -37          35
    3135          11         -37          35
    3136          11         -37          34
    3137          11         -36          34
    3138          11         -36          35
    3139          11         -35          35
    3140          10         -35          35
    3141          10         -34          35
    3142          11         -34          35
    3143          11         -34          34
    3144          11         -33          34
    3145          11         -34          34
    3146          10         -34          34
    3147          10         -34          33
    3148          10         -34          34
    3149          11         -34          34
    3150          12         -34          34
    3151          12         -33          34
    3152          12         -34          34
    3153          12         -35          34
    3154          12         -35          35
    3155          12         -34          35
    3156          11         -34          35
    3157          11         -35          35
    3158          10         -35          35
    3159          10         -34          35
    3160           9         -34          35
    3161          10         -34          35
    3162          10         -35          35
    3163          10         -34          35
    3164          10         -34          36
    3165          10         -35          36
    3166          11         -35          36
    3167          12         -35          36
    3168          12         -35          35
    3169          12         -34          35
    3170          11         -34          35
    3171          11         -34          36
    3172          10         -34          36
    3173           9         -34          36
    3174           9         -34          35
    3175           8         -34          35
    3176           8         -34          36
    3177           8         -35          36
    3178           8         -35          37
    3179           9         -35          37
    3180           9         -35          38
    3181           9         -35          39
    3182           9         -34          39
    3183           9         -35          39
    3184          10         -35          39
    3185          10         -35          40
    3186          11         -35          40
    3187          11         -34          40
    3188          11         -34          39
    3189          11         -35          39
    3190          11         -34          39
    3191          11         -34          38
    3192          11         -34          39
    3193          11         -33          39
    3194          11         -32          39
    3195          11         -32          38
    3196          11         -32          37
    3197          11         -33          37
    3198          11         -33          38
    3199          11         -33          37
    3200          11         -34          37
    3201          10         -34          37
    3202          10         -35          37
    3203          10         -34          37
    3204          10         -35          37
    3205          10         -35          38
    3206           9         -35          38
    3207           9         -35          37
    3208           9         -35          38
    3209           8         -35          38
    3210           9         -35          38
    3211           9         -36          38
    3212          10         -36          38
    3213           9         -36          38
    3214           9         -36          37
    3215           9         -37          37
    3216          10         -37          37
    3217          10         -37          36
    3218          10         -36          36
    3219          10         -37          36
    3220          10         -37          37
    3221          10         -37          38
    3222          10         -36          38
    3223           9         -36          38
    3224          10         -36          38
    3225          10         -36          39
    3226          11         -36          39
    3227          11         -37          39
    3228          11         -37          40
    3229          11         -38          40
    3230          11         -37          40
    3231          12         -37          40
    3232          11         -37          40
    3233          12         -37          40
    3234          12         -37          41
    3235          12         -38          41
    3236          11         -38          41
    3237          12         -38          41
    3238          12         -39          41
    3239          12         -39          42
    3240          12         -40          42
    3241          12         -41          42
    3242          13         -41          42
    3243          13         -40          42
    3244          13         -39          42
    3245          12         -39          42
    3246          13         -39          42
    3247          14         -39          42
    3248          14         -38          42
    3249          14         -38          43
    3250          13         -38          43
    3251          13         -37          43
    3252          13         -37          44
    3253          12         -37          44
    3254          11         -37          44
    3255          12         -37          44
    3256          11         -37          44
    3257          11         -38          44
    3258          11         -37          44
    3259          11         -37          45
    3260          11         -37          46
    3261          11         -36          46
    3262          11         -35          46
    3263          11         -36          46
    3264          12         -36          46
    3265          12         -36          45
    3266          11         -36          45
    3267          10         -36          45
    3268          10         -37          45
    3269           9         -37          45
    3270          10         -37          45
    3271          10         -38          45
    3272          11         -38          45
    3273          11         -37          45
    3274          11         -38          45
    3275          11         -39          45
    3276          11         -39          46
    3277          10         -39          46
    3278          11         -39          46
    3279          11         -38          46
    3280          11         -38          45
    3281          11         -39          45
    3282          12         -39          45
    3283          12         -38          45
    3284          12         -39          45
    3285          12         -39          44
    3286          12         -39          45
    3287          13         -39          45
    3288          13         -40          45
    3289          13         -41          45
    3290          13         -40          45
    3291          13         -39          45
    3292          13         -38          45
    3293          13         -37          45
    3294          13         -37          44
    3295          13         -38          44
    3296          13         -39          44
    3297          13         -39          45
    3298          14         -39          45
    3299          14         -39          44
    3300          14         -39          43
    3301          15         -39          43
    3302          16         -39          43
    3303          16         -38          43
    3304          17         -38          43
    3305          18         -38          43
    3306          18         -38          42
    3307          19         -38          42
    3308          19         -39          42
    3309          19         -38          42
    3310          20         -38          42
    3311          20         -39          42
    3312          21         -39          42
    3313          20         -39          42
    3314          19         -39          42
    3315          19         -38          42
    3316          19         -38          43
    3317          19         -39          43
    3318          19         -39          42
    3319          19         -39          41
    3320          19         -39          40
    3321          19         -38          40
    3322          19         -38          41
    3323          19         -38          42
    3324          18         -38          42
    3325          19         -38          42
    3326          18         -38          42
    3327          19         -38          42
    3328          19         -38          41
    3329          19         -38          40
    3330          19         -38          41
    3331          18         -38          41
    3332          18         -38          42
    3333          17         -38          42
    3334          17         -39          42
    3335          18         -39          42
    3336          18         -39          41
    3337          18         -39          42
    3338          18         -39          43
    3339          18         -40          43
    3340          17         -40          43
    3341          17         -40          44
    3342          16         -40          44
    3343          16         -41          44
    3344          16         -42          44
    3345          16         -42          45
    3346          16         -41          45
    3347          16         -42          45
    3348          16         -42          46
    3349          16         -41          46
    3350          16         -41          47
    3351          17         -41          47
    3352          17         -42          47
    3353          17         -43          47
    3354          17         -44          47
    3355          17         -44          46
    3356          17         -45          46
    3357          16         -45          46
    3358          16         -45          45
    3359          16         -44          45
    3360          15         -44          45
    3361          14         -44          45
    3362          13         -44          45
    3363          13         -44          46
    3364          14         -44          46
    3365          14         -44          45
    3366          14         -43          45
    3367          14         -42          45
    3368          14         -42          44
    3369          14         -41          44
    3370          14         -41          45
    3371          15         -41          45
    3372          15         -41          44
    3373          15         -42          44
    3374          15         -41          44
    3375          15         -40          44
    3376          14         -40          44
    3377          15         -40          44
    3378          14         -40          44
    3379          13         -40          44
    3380          13         -39          44
    3381          12         -39          44
    3382          13         -39          44
    3383          14         -39          44
    3384          14         -40          44
    3385          14         -40          45
    3386          14         -40          46
    3387          14         -39          46
    3388          15         -39          46
    3389          15         -39          47
    3390          15         -39          48
    3391          15         -38          48
    3392          16         -38          48
    3393          16         -37          48
    3394          16         -38          48
    3395          16         -38          49
    3396          17         -38          49
    3397          16         -38          49
    3398          17         -38          49
    3399          18         -38          49
    3400          18         -39          49
    3401          18         -38          49
    3402          18         -37          49
    3403          18         -38          49
    3404          19         -38          49
    3405          19         -39          49
    3406          20         -39          49
    3407          20         -40          49
    3408          19         -40          49
    3409          19         -40          48
    3410          19         -39          48
    3411          20         -39          48
    3412          19         -39          48
    3413          19         -38          48
    3414          20         -38          48
    3415          20         -37          48
    3416          21         -37          48
    3417          21         -37          49
    3418          20         -37          49
    3419          20         -37          50
    3420          21         -37          50
    3421          21         -38          50
    3422          21         -38          51
    3423          21         -38          50
    3424          21         -37          50
    3425          21         -38          50
    3426          21         -38          51
    3427          21         -38          52
    3428          21         -37          52
    3429          22         -37          52
    3430          21         -37          52
    3431          21         -38          52
    3432          21         -37          52
    3433          21         -37          53
    3434          21         -36          53
    3435          21         -35          53
    3436          21         -35          52
    3437          21         -35          51
    3438          21         -36          51
    3439          21         -35          51
    3440          21         -35          52
    3441          21         -35          53
    3442          21         -35          54
    3443          22         -35          54
    3444          22         -35          55
    3445          22         -34          55
    3446          22         -34          54
    3447          22         -34          55
    3448          22         -35          55
    3449          22         -34          55
    3450          22         -35          55
    3451          23         -35          55
    3452          22         -35          55
    3453          22         -34          55
    3454          22         -35          55
    3455          22         -36          55
    3456          22         -37          55
    3457          22         -38          55
    3458          22         -39          55
    3459          21         -39          55
    3460          21         -38          55
    3461          21         -38          54
    3462          21         -39          54
    3463          21         -40          54
    3464          21         -40          53
    3465          21         -40          54
    3466          22         -40          54
    3467          22         -40          55
    3468          22         -40          54
    3469          21         -40          54
    3470          22         -40          54
    3471          22         -41          54
    3472          22         -40          54
    3473          22         -41          54
    3474          22         -40          54
    3475          22         -40          55
    3476          22         -40          54
    3477          22         -41          54
    3478          21         -41          54
    3479          21         -40          54
    3480          20         -40          54
    3481          20         -39          54
    3482          20         -39          55
    3483          20         -38          55
    3484          20         -38          56
    3485          20         -38          55
    3486          19         -38          55
    3487          18         -38          55
    3488          18         -37          55
    3489          18         -37          56
    3490          19         -37          56
    3491          19         -37          57
    3492          19         -36          57
    3493          20         -36          57
    3494          20         -36          58
    3495          20         -35          58
    3496          20         -35          57
    3497          20         -35          56
    3498          20         -35          57
    3499          20         -34          57
    3500          21         -34          57
    3501          21         -35          57
    3502          21         -35          56
    3503          22         -35          56
    3504          22         -35          57
    3505          22         -35          56
    3506          22         -35          55
    3507          22         -35          56
    3508          22         -35          55
    3509          22         -35          54
    3510          22         -35          55
    3511          22         -36          55
    3512          22         -36          54
    3513          22         -36          53
    3514          22         -35          53
    3515          21         -35          53
    3516          20         -35          53
    3517          19         -35          53
    3518          19         -35          54
    3519          20         -35          54
    3520          19         -35          54
    3521          20         -35          54
    3522          21         -35          54
    3523          21         -36          54
    3524          22         -36          54
    3525          21         -36          54
    3526          21         -36          53
    3527          21         -36          52
    3528          21         -35          52
    3529          21         -35          53
    3530          21         -34          53
    3531          21         -34          54
    3532          22         -34          54
    3533          22         -33          54
    3534          23         -33          54
