# STEP 			 x 			 y 			 z
    1046           7         -19          12
    1047           6         -19          12
    1048           5         -19          12
    1049           6         -19          12
    1050           5         -19          12
    1051           5         -19          11
    1052           5         -19          10
    1053           6         -19          10
    1054           6         -19           9
    1055           6         -19          10
    1056           6         -18          10
    1057           7         -18          10
    1058           6         -18          10
    1059           6         -18           9
    1060           7         -18           9
    1061           6         -18           9
    1062           7         -18           9
    1063           7         -18           8
    1064           7         -18           9
    1065           6         -18           9
    1066           6         -17           9
    1067           7         -17           9
    1068           7         -17           8
    1069           7         -17           9
    1070           7         -16           9
    1071           7         -16           8
    1072           8         -16           8
    1073           7         -16           8
    1074           7         -17           8
    1075           7         -17           7
    1076           7         -18           7
    1077           8         -18           7
    1078           7         -18           7
    1079           6         -18           7
    1080           5         -18           7
    1081           5         -18           8
    1082           5         -19           8
    1083           4         -19           8
    1084           4         -19           7
    1085           4         -18           7
    1086           4         -19           7
    1087           4         -19           6
    1088           4         -19           7
    1089           4         -18           7
    1090           4         -18           8
    1091           4         -17           8
    1092           4         -17           7
    1093           4         -16           7
    1094           5         -16           7
    1095           5         -15           7
    1096           6         -15           7
    1097           6         -15           6
    1098           6         -15           5
    1099           7         -15           5
    1100           7         -16           5
    1101           7         -16           6
    1102           7         -16           5
    1103           7         -16           6
    1104           8         -16           6
    1105           8         -16           7
    1106           8         -17           7
    1107           8         -17           6
    1108           8         -18           6
    1109           8         -18           5
    1110           9         -18           5
    1111           8         -18           5
    1112           8         -17           5
    1113           8         -16           5
    1114           8         -17           5
    1115           8         -17           4
    1116           8         -17           3
    1117           8         -16           3
    1118           8         -15           3
    1119           8         -16           3
    1120           9         -16           3
    1121           9         -16           4
    1122           9         -15           4
    1123          10         -15           4
    1124          10         -14           4
    1125          11         -14           4
    1126          12         -14           4
    1127          13         -14           4
    1128          13         -14           3
    1129          12         -14           3
    1130          12         -15           3
    1131          12         -15           2
    1132          12         -15           1
    1133          12         -16           1
    1134          12         -16           2
    1135          12         -15           2
    1136          13         -15           2
    1137          13         -16           2
    1138          13         -16           3
    1139          13         -16           2
    1140          14         -16           2
    1141          14         -16           3
    1142          13         -16           3
    1143          12         -16           3
    1144          11         -16           3
    1145          12         -16           3
    1146          12         -17           3
    1147          12         -17           4
    1148          12         -16           4
    1149          12         -16           3
    1150          12         -16           2
    1151          12         -16           3
    1152          11         -16           3
    1153          11         -16           2
    1154          10         -16           2
    1155          10         -15           2
    1156          10         -15           3
    1157           9         -15           3
    1158           9         -16           3
    1159           9         -17           3
    1160           9         -16           3
    1161           8         -16           3
    1162           8         -17           3
    1163           8         -18           3
    1164           8         -19           3
    1165           8         -18           3
    1166           8         -17           3
    1167           8         -17           2
    1168           8         -17           1
    1169           8         -18           1
    1170           8         -18           0
    1171           8         -18          -1
    1172           8         -19          -1
    1173           8         -19          -2
    1174           8         -19          -1
    1175           8         -20          -1
    1176           8         -20           0
    1177           8         -19           0
    1178           8         -20           0
    1179           9         -20           0
    1180          10         -20           0
    1181          10         -19           0
    1182           9         -19           0
    1183           9         -18           0
    1184           9         -18          -1
    1185           9         -18          -2
    1186           9         -18          -1
    1187          10         -18          -1
    1188          10         -18           0
    1189          10         -17           0
    1190          10         -17           1
    1191          10         -16           1
    1192          10         -17           1
    1193          10         -18           1
    1194          10         -18           0
    1195          10         -18          -1
    1196          10         -19          -1
    1197          10         -19           0
    1198          11         -19           0
    1199          10         -19           0
    1200          10         -20           0
    1201          11         -20           0
    1202          11         -21           0
    1203          10         -21           0
    1204          10         -22           0
    1205          10         -22          -1
    1206          10         -23          -1
    1207          10         -22          -1
    1208          11         -22          -1
    1209          11         -22           0
    1210          11         -22          -1
    1211          11         -21          -1
    1212          11         -20          -1
    1213          11         -19          -1
    1214          11         -20          -1
    1215          11         -19          -1
    1216          12         -19          -1
    1217          13         -19          -1
    1218          13         -19           0
    1219          13         -19           1
    1220          13         -20           1
    1221          14         -20           1
    1222          15         -20           1
    1223          15         -21           1
    1224          14         -21           1
    1225          14         -21           0
    1226          14         -22           0
    1227          15         -22           0
    1228          16         -22           0
    1229          15         -22           0
    1230          15         -21           0
    1231          14         -21           0
    1232          15         -21           0
    1233          14         -21           0
    1234          14         -21          -1
    1235          14         -21           0
    1236          14         -20           0
    1237          14         -20          -1
    1238          13         -20          -1
    1239          12         -20          -1
    1240          12         -19          -1
    1241          11         -19          -1
    1242          12         -19          -1
    1243          12         -20          -1
    1244          12         -20           0
    1245          13         -20           0
    1246          13         -20          -1
    1247          14         -20          -1
    1248          14         -20           0
    1249          13         -20           0
    1250          12         -20           0
    1251          12         -20          -1
    1252          13         -20          -1
    1253          13         -19          -1
    1254          14         -19          -1
    1255          13         -19          -1
    1256          14         -19          -1
    1257          15         -19          -1
    1258          15         -19           0
    1259          15         -20           0
    1260          15         -20          -1
    1261          14         -20          -1
    1262          14         -20           0
    1263          13         -20           0
    1264          13         -19           0
    1265          12         -19           0
    1266          11         -19           0
    1267          11         -19          -1
    1268          11         -20          -1
    1269          10         -20          -1
    1270          10         -19          -1
    1271          11         -19          -1
    1272          11         -18          -1
    1273          10         -18          -1
    1274          10         -18           0
    1275          11         -18           0
    1276          10         -18           0
    1277          10         -18          -1
    1278           9         -18          -1
    1279           9         -19          -1
    1280           9         -20          -1
    1281           9         -21          -1
    1282           9         -21          -2
    1283          10         -21          -2
    1284          10         -21          -1
    1285          10         -20          -1
    1286          10         -21          -1
    1287          10         -20          -1
    1288          10         -20          -2
    1289          10         -19          -2
    1290          10         -19          -1
    1291          10         -19           0
    1292           9         -19           0
    1293           9         -18           0
    1294           9         -17           0
    1295           9         -18           0
    1296           9         -18           1
    1297          10         -18           1
    1298          10         -19           1
    1299          10         -19           2
    1300          10         -19           3
    1301          10         -19           2
    1302          10         -19           3
    1303          10         -20           3
    1304          10         -20           4
    1305           9         -20           4
    1306           9         -19           4
    1307           9         -19           3
    1308           9         -18           3
    1309           9         -19           3
    1310           8         -19           3
    1311           8         -19           4
    1312           8         -19           3
    1313           8         -20           3
    1314           8         -20           4
    1315           8         -21           4
    1316           8         -22           4
    1317           8         -22           5
    1318           7         -22           5
    1319           8         -22           5
    1320           8         -21           5
    1321           8         -21           4
    1322           8         -20           4
    1323           9         -20           4
    1324           9         -19           4
    1325           9         -20           4
    1326           8         -20           4
    1327           8         -20           5
    1328           8         -19           5
    1329           7         -19           5
    1330           8         -19           5
    1331           9         -19           5
    1332           9         -19           4
    1333           9         -20           4
    1334          10         -20           4
    1335          11         -20           4
    1336          12         -20           4
    1337          12         -20           3
    1338          11         -20           3
    1339          11         -20           2
    1340          10         -20           2
    1341          11         -20           2
    1342          12         -20           2
    1343          13         -20           2
    1344          12         -20           2
    1345          12         -19           2
    1346          12         -20           2
    1347          11         -20           2
    1348          11         -20           1
    1349          11         -21           1
    1350          12         -21           1
    1351          12         -21           2
    1352          12         -20           2
    1353          13         -20           2
    1354          14         -20           2
    1355          14         -20           1
    1356          14         -20           2
    1357          15         -20           2
    1358          16         -20           2
    1359          16         -20           3
    1360          16         -20           2
    1361          17         -20           2
    1362          16         -20           2
    1363          15         -20           2
    1364          15         -19           2
    1365          15         -18           2
    1366          15         -17           2
    1367          15         -17           1
    1368          15         -17           0
    1369          14         -17           0
    1370          14         -18           0
    1371          14         -18           1
    1372          14         -18           2
    1373          14         -17           2
    1374          14         -16           2
    1375          15         -16           2
    1376          15         -16           3
    1377          15         -15           3
    1378          15         -16           3
    1379          15         -16           4
    1380          15         -16           3
    1381          15         -16           2
    1382          14         -16           2
    1383          13         -16           2
    1384          13         -16           1
    1385          13         -16           2
    1386          14         -16           2
    1387          15         -16           2
    1388          15         -16           1
    1389          14         -16           1
    1390          15         -16           1
    1391          15         -17           1
    1392          15         -18           1
    1393          14         -18           1
    1394          14         -18           2
    1395          14         -18           3
    1396          15         -18           3
    1397          15         -17           3
    1398          15         -17           4
    1399          15         -17           5
    1400          16         -17           5
    1401          17         -17           5
    1402          17         -18           5
    1403          17         -17           5
    1404          17         -18           5
    1405          17         -18           6
    1406          17         -18           5
    1407          18         -18           5
    1408          18         -18           6
    1409          19         -18           6
    1410          19         -19           6
    1411          19         -18           6
    1412          19         -18           5
    1413          19         -18           4
    1414          19         -19           4
    1415          19         -20           4
    1416          18         -20           4
    1417          18         -20           3
    1418          18         -20           2
    1419          18         -19           2
    1420          17         -19           2
    1421          17         -20           2
    1422          18         -20           2
    1423          18         -20           3
    1424          18         -20           4
    1425          18         -19           4
    1426          18         -20           4
    1427          17         -20           4
    1428          18         -20           4
    1429          19         -20           4
    1430          19         -19           4
    1431          19         -19           5
    1432          19         -19           6
    1433          19         -19           7
    1434          20         -19           7
    1435          20         -20           7
    1436          20         -21           7
    1437          20         -20           7
    1438          20         -21           7
    1439          21         -21           7
    1440          21         -20           7
    1441          21         -20           6
    1442          21         -21           6
    1443          21         -21           5
    1444          21         -21           6
    1445          20         -21           6
    1446          20         -21           5
    1447          20         -20           5
    1448          20         -21           5
    1449          20         -20           5
    1450          21         -20           5
    1451          22         -20           5
    1452          22         -19           5
    1453          22         -20           5
    1454          22         -20           6
    1455          22         -20           5
    1456          23         -20           5
    1457          23         -20           4
    1458          23         -20           3
    1459          23         -20           4
    1460          24         -20           4
    1461          24         -19           4
    1462          23         -19           4
    1463          23         -19           5
    1464          23         -19           4
    1465          24         -19           4
    1466          24         -19           3
    1467          23         -19           3
    1468          23         -19           4
    1469          23         -19           3
    1470          23         -19           4
    1471          22         -19           4
    1472          21         -19           4
    1473          21         -20           4
    1474          21         -21           4
    1475          22         -21           4
    1476          22         -21           3
    1477          22         -21           4
    1478          21         -21           4
    1479          21         -22           4
    1480          21         -22           3
    1481          21         -23           3
    1482          21         -24           3
    1483          21         -25           3
    1484          20         -25           3
    1485          20         -24           3
    1486          20         -24           4
    1487          21         -24           4
    1488          21         -25           4
    1489          21         -26           4
    1490          20         -26           4
    1491          19         -26           4
    1492          18         -26           4
    1493          18         -27           4
    1494          18         -27           5
    1495          18         -27           4
    1496          17         -27           4
    1497          17         -27           5
    1498          17         -27           4
    1499          16         -27           4
    1500          15         -27           4
    1501          15         -28           4
    1502          15         -29           4
    1503          15         -30           4
    1504          15         -30           5
    1505          15         -30           6
    1506          16         -30           6
    1507          17         -30           6
    1508          18         -30           6
    1509          17         -30           6
    1510          18         -30           6
    1511          19         -30           6
    1512          19         -30           7
    1513          19         -30           8
    1514          19         -30           7
    1515          19         -30           8
    1516          20         -30           8
    1517          20         -31           8
    1518          20         -31           7
    1519          20         -31           6
    1520          21         -31           6
    1521          21         -30           6
    1522          21         -30           7
    1523          21         -29           7
    1524          21         -30           7
    1525          21         -29           7
    1526          21         -30           7
    1527          21         -30           8
    1528          22         -30           8
    1529          22         -31           8
    1530          22         -31           7
    1531          22         -31           6
    1532          22         -31           7
    1533          22         -31           6
    1534          22         -30           6
    1535          21         -30           6
    1536          21         -31           6
    1537          22         -31           6
    1538          22         -32           6
    1539          23         -32           6
    1540          24         -32           6
    1541          24         -32           5
    1542          24         -32           6
    1543          25         -32           6
    1544          25         -32           7
    1545          26         -32           7
    1546          26         -32           6
    1547          26         -33           6
    1548          26         -33           7
    1549          26         -33           8
    1550          26         -32           8
    1551          25         -32           8
    1552          25         -32           9
    1553          25         -32           8
    1554          25         -32           7
    1555          26         -32           7
    1556          26         -33           7
    1557          26         -33           6
    1558          26         -33           5
    1559          25         -33           5
    1560          25         -33           4
    1561          25         -33           5
    1562          26         -33           5
    1563          26         -34           5
    1564          26         -35           5
    1565          25         -35           5
    1566          24         -35           5
    1567          23         -35           5
    1568          22         -35           5
    1569          22         -34           5
    1570          22         -35           5
    1571          23         -35           5
    1572          22         -35           5
    1573          21         -35           5
    1574          21         -35           6
    1575          22         -35           6
    1576          23         -35           6
    1577          23         -34           6
    1578          23         -34           7
    1579          23         -34           6
    1580          23         -34           5
    1581          23         -33           5
    1582          24         -33           5
    1583          24         -33           4
    1584          24         -33           5
    1585          24         -33           4
    1586          24         -33           3
    1587          24         -33           2
    1588          23         -33           2
    1589          23         -32           2
    1590          22         -32           2
    1591          22         -33           2
    1592          22         -33           3
    1593          22         -34           3
    1594          22         -34           2
    1595          22         -34           3
    1596          22         -34           2
    1597          23         -34           2
    1598          23         -35           2
    1599          23         -35           3
    1600          23         -35           2
    1601          23         -34           2
    1602          23         -34           3
    1603          23         -34           4
    1604          23         -33           4
    1605          23         -33           5
    1606          23         -32           5
    1607          23         -32           6
    1608          24         -32           6
    1609          25         -32           6
    1610          25         -33           6
    1611          26         -33           6
    1612          25         -33           6
    1613          25         -32           6
    1614          25         -32           5
    1615          24         -32           5
    1616          24         -32           6
    1617          25         -32           6
    1618          24         -32           6
    1619          23         -32           6
    1620          24         -32           6
    1621          24         -32           7
    1622          24         -31           7
    1623          23         -31           7
    1624          24         -31           7
    1625          24         -31           6
    1626          24         -31           7
    1627          23         -31           7
    1628          22         -31           7
    1629          23         -31           7
    1630          23         -30           7
    1631          22         -30           7
    1632          22         -29           7
    1633          22         -29           8
    1634          22         -29           7
    1635          22         -28           7
    1636          22         -28           6
    1637          21         -28           6
    1638          21         -28           7
    1639          20         -28           7
    1640          20         -28           6
    1641          19         -28           6
    1642          19         -29           6
    1643          20         -29           6
    1644          20         -29           7
    1645          21         -29           7
    1646          21         -28           7
    1647          21         -28           8
    1648          21         -28           7
    1649          21         -29           7
    1650          21         -28           7
    1651          21         -29           7
    1652          21         -30           7
    1653          21         -30           6
    1654          22         -30           6
    1655          22         -29           6
    1656          22         -30           6
    1657          23         -30           6
    1658          23         -29           6
    1659          23         -28           6
    1660          22         -28           6
    1661          22         -27           6
    1662          22         -28           6
    1663          22         -29           6
    1664          23         -29           6
    1665          24         -29           6
    1666          25         -29           6
    1667          25         -29           5
    1668          24         -29           5
    1669          24         -28           5
    1670          24         -28           4
    1671          25         -28           4
    1672          24         -28           4
    1673          24         -28           5
    1674          23         -28           5
    1675          22         -28           5
    1676          22         -27           5
    1677          22         -28           5
    1678          22         -28           6
    1679          22         -28           7
    1680          23         -28           7
    1681          23         -29           7
    1682          23         -28           7
    1683          22         -28           7
    1684          22         -28           8
    1685          22         -28           9
    1686          22         -27           9
    1687          22         -27          10
    1688          22         -28          10
    1689          21         -28          10
    1690          21         -27          10
    1691          20         -27          10
    1692          20         -27          11
    1693          20         -27          10
    1694          19         -27          10
    1695          19         -27          11
    1696          19         -27          10
    1697          19         -27          11
    1698          19         -27          12
    1699          18         -27          12
    1700          17         -27          12
    1701          18         -27          12
    1702          18         -27          13
    1703          18         -27          12
    1704          17         -27          12
    1705          18         -27          12
    1706          18         -27          13
    1707          18         -27          14
    1708          17         -27          14
    1709          17         -27          15
    1710          16         -27          15
    1711          16         -27          14
    1712          17         -27          14
    1713          16         -27          14
    1714          16         -28          14
    1715          16         -27          14
    1716          16         -27          13
    1717          16         -28          13
    1718          17         -28          13
    1719          17         -28          14
    1720          17         -28          15
    1721          17         -28          14
    1722          18         -28          14
    1723          17         -28          14
    1724          18         -28          14
    1725          18         -28          13
    1726          18         -29          13
    1727          19         -29          13
    1728          18         -29          13
    1729          18         -29          14
    1730          19         -29          14
    1731          20         -29          14
    1732          21         -29          14
    1733          21         -30          14
    1734          21         -30          13
    1735          21         -30          12
    1736          20         -30          12
    1737          20         -30          11
    1738          20         -30          12
    1739          21         -30          12
    1740          21         -30          13
    1741          21         -29          13
    1742          21         -30          13
    1743          22         -30          13
    1744          22         -30          12
    1745          21         -30          12
    1746          21         -31          12
    1747          21         -31          11
    1748          20         -31          11
    1749          20         -31          10
    1750          21         -31          10
    1751          21         -30          10
    1752          22         -30          10
    1753          22         -31          10
    1754          22         -31          11
    1755          21         -31          11
    1756          20         -31          11
    1757          19         -31          11
    1758          20         -31          11
    1759          20         -31          12
    1760          20         -32          12
    1761          20         -32          13
    1762          20         -32          14
    1763          20         -32          15
    1764          20         -32          14
    1765          20         -33          14
    1766          21         -33          14
    1767          22         -33          14
    1768          21         -33          14
    1769          21         -32          14
    1770          21         -33          14
    1771          20         -33          14
    1772          20         -33          13
    1773          20         -33          14
    1774          20         -33          13
    1775          20         -33          12
    1776          20         -33          11
    1777          20         -33          10
    1778          21         -33          10
    1779          21         -34          10
    1780          21         -33          10
    1781          21         -33           9
    1782          21         -33          10
    1783          21         -33          11
    1784          20         -33          11
    1785          21         -33          11
    1786          22         -33          11
    1787          22         -32          11
    1788          21         -32          11
    1789          20         -32          11
    1790          20         -32          12
    1791          20         -32          11
    1792          20         -33          11
    1793          19         -33          11
    1794          19         -33          12
    1795          18         -33          12
    1796          18         -33          11
    1797          18         -33          12
    1798          18         -33          13
    1799          18         -32          13
    1800          18         -33          13
    1801          19         -33          13
    1802          19         -33          12
    1803          19         -32          12
    1804          19         -31          12
    1805          19         -32          12
    1806          20         -32          12
    1807          20         -32          13
    1808          20         -32          12
    1809          20         -31          12
    1810          20         -31          11
    1811          21         -31          11
    1812          20         -31          11
    1813          20         -31          12
    1814          20         -30          12
    1815          20         -30          11
    1816          21         -30          11
    1817          20         -30          11
    1818          20         -30          12
    1819          20         -31          12
    1820          20         -32          12
    1821          20         -32          13
    1822          19         -32          13
    1823          19         -33          13
    1824          19         -33          12
    1825          19         -32          12
    1826          19         -33          12
    1827          19         -32          12
    1828          18         -32          12
    1829          17         -32          12
    1830          17         -33          12
    1831          17         -34          12
    1832          17         -34          13
    1833          17         -33          13
    1834          17         -33          14
    1835          17         -33          15
    1836          17         -32          15
    1837          16         -32          15
    1838          17         -32          15
    1839          17         -32          16
    1840          17         -32          17
    1841          18         -32          17
    1842          19         -32          17
    1843          19         -31          17
    1844          20         -31          17
    1845          21         -31          17
    1846          20         -31          17
    1847          19         -31          17
    1848          18         -31          17
    1849          18         -32          17
    1850          19         -32          17
    1851          18         -32          17
    1852          18         -32          16
    1853          17         -32          16
    1854          16         -32          16
    1855          16         -31          16
    1856          17         -31          16
    1857          17         -32          16
    1858          17         -32          15
    1859          17         -32          16
    1860          17         -33          16
    1861          18         -33          16
    1862          18         -33          15
    1863          19         -33          15
    1864          19         -33          16
    1865          19         -34          16
    1866          18         -34          16
    1867          18         -34          15
    1868          18         -35          15
    1869          18         -34          15
    1870          18         -34          14
    1871          18         -33          14
    1872          18         -32          14
    1873          18         -33          14
    1874          18         -33          13
    1875          17         -33          13
    1876          17         -32          13
    1877          17         -32          14
    1878          18         -32          14
    1879          18         -32          13
    1880          18         -32          12
    1881          18         -32          13
    1882          17         -32          13
    1883          17         -31          13
    1884          16         -31          13
    1885          16         -30          13
    1886          16         -30          12
    1887          16         -30          11
    1888          15         -30          11
    1889          16         -30          11
    1890          16         -29          11
    1891          16         -30          11
    1892          17         -30          11
    1893          17         -31          11
    1894          17         -32          11
    1895          17         -32          12
    1896          17         -33          12
    1897          18         -33          12
    1898          18         -34          12
    1899          18         -35          12
    1900          18         -36          12
    1901          18         -36          11
    1902          18         -35          11
    1903          18         -36          11
    1904          18         -36          12
    1905          18         -37          12
    1906          18         -37          11
    1907          18         -38          11
    1908          18         -38          10
    1909          17         -38          10
    1910          17         -39          10
    1911          18         -39          10
    1912          18         -39          11
    1913          18         -39          10
    1914          18         -38          10
    1915          18         -39          10
    1916          18         -39          11
    1917          17         -39          11
    1918          17         -39          10
    1919          17         -40          10
    1920          17         -39          10
    1921          17         -38          10
    1922          18         -38          10
    1923          18         -38          11
    1924          19         -38          11
    1925          18         -38          11
    1926          18         -38          10
    1927          17         -38          10
    1928          18         -38          10
    1929          18         -38          11
    1930          18         -37          11
    1931          19         -37          11
    1932          19         -36          11
    1933          19         -36          12
    1934          19         -37          12
    1935          20         -37          12
    1936          19         -37          12
    1937          18         -37          12
    1938          18         -36          12
    1939          18         -36          11
    1940          18         -36          12
    1941          18         -36          13
    1942          17         -36          13
    1943          17         -36          12
    1944          17         -37          12
    1945          17         -38          12
    1946          16         -38          12
    1947          16         -37          12
    1948          17         -37          12
    1949          16         -37          12
    1950          16         -38          12
    1951          16         -37          12
    1952          17         -37          12
    1953          17         -38          12
    1954          17         -38          11
    1955          18         -38          11
    1956          18         -38          12
    1957          18         -38          11
    1958          19         -38          11
    1959          20         -38          11
    1960          19         -38          11
    1961          20         -38          11
    1962          21         -38          11
    1963          20         -38          11
    1964          20         -39          11
    1965          19         -39          11
    1966          19         -39          10
    1967          19         -38          10
    1968          18         -38          10
    1969          18         -38          11
    1970          19         -38          11
    1971          19         -38          10
    1972          19         -37          10
    1973          19         -37           9
    1974          19         -37          10
    1975          18         -37          10
    1976          18         -37           9
    1977          19         -37           9
    1978          18         -37           9
    1979          18         -37          10
    1980          17         -37          10
    1981          16         -37          10
    1982          16         -37           9
    1983          16         -37           8
    1984          16         -37           9
    1985          17         -37           9
    1986          17         -38           9
    1987          17         -39           9
    1988          16         -39           9
    1989          15         -39           9
    1990          15         -38           9
    1991          15         -38           8
    1992          15         -39           8
    1993          15         -39           7
    1994          16         -39           7
    1995          16         -39           6
    1996          16         -40           6
    1997          15         -40           6
    1998          15         -41           6
    1999          15         -41           5
    2000          15         -41           6
    2001          14         -41           6
    2002          14         -41           7
    2003          13         -41           7
    2004          13         -41           6
    2005          13         -40           6
    2006          13         -40           7
    2007          13         -40           6
    2008          13         -39           6
    2009          13         -40           6
    2010          13         -40           7
    2011          12         -40           7
    2012          12         -40           8
    2013          12         -40           9
    2014          12         -39           9
    2015          11         -39           9
    2016          12         -39           9
    2017          13         -39           9
    2018          13         -39           8
    2019          14         -39           8
    2020          15         -39           8
    2021          15         -38           8
    2022          15         -37           8
    2023          15         -38           8
    2024          15         -38           7
    2025          15         -37           7
    2026          15         -38           7
    2027          16         -38           7
    2028          16         -38           6
    2029          16         -38           5
    2030          16         -39           5
    2031          16         -39           4
    2032          16         -40           4
    2033          16         -40           3
    2034          16         -40           2
    2035          16         -40           3
    2036          15         -40           3
    2037          15         -39           3
    2038          16         -39           3
    2039          15         -39           3
    2040          15         -39           4
    2041          15         -40           4
    2042          15         -41           4
    2043          14         -41           4
    2044          15         -41           4
    2045          15         -42           4
