# BEST DISTANCE:
     4         23.7005
     8         20.1588
    12         19.1066
    16         17.6964
    20         16.1549
    24         16.9567
    28         14.7152
    32         15.1195
    36         14.3739
    40         14.5285
    44         13.9801
    48         13.9083
    52         14.1607
    56         13.5096
    60         13.4054
    64         12.8652
    68         12.3736
    72         12.1372
    76         12.2623
    80         12.1278
    84         11.9792
    88         11.7847
    92         11.8458
    96         11.5477
   100         11.3512
   104         11.4026
   108         11.4529
   112         11.3698
   116          11.232
   120         11.3506
   124         11.2926
   128         11.2105
   132           11.15
   136         11.2926
   140         11.2836
   144         11.2926
   148         11.2416
   152         11.3602
   156         11.1156
   160         10.9796
   164         11.1395
   168         10.9599
   172         11.1849
   176         11.1156
   180         11.1592
   184         11.1156
   188         11.0499
   192         10.8988
   196         10.8494
   200          10.833
   204          10.833
   208         10.8494
   212         10.9017
   216         10.9227
   220         10.8025
   224         10.8733
   228         10.8293
   232         10.8363
   236         10.8133
   240         10.7733
   244         10.8067
   248         10.7769
   252         10.8133
   256         10.8133
   260         10.4895
   264         10.4895
   268         10.4895
   272         10.4504
   276         10.4895
   280         10.4469
   284         10.4895
   288         10.4895
   292         10.4895
   296         10.4895
   300         10.4895
   304         10.4895
   308         10.4895
   312         10.4868
   316         10.4469
   320         10.4469
   324         10.4895
   328         10.4895
   332         10.4895
   336         10.4895
   340         10.4895
   344         10.4504
   348         10.4931
   352         10.4931
   356         10.4895
   360         10.4895
   364         10.4891
   368         10.4469
   372         10.4469
   376         10.4469
   380         10.4469
   384         10.4469
   388         10.4779
   392         10.4469
   396         10.4469
   400         10.4469
   404         10.4469
   408         10.4469
   412         10.4469
   416         10.4469
   420         10.4469
   424         10.4469
   428         10.4469
   432         10.4469
   436         10.4469
   440         10.4469
   444         10.4469
   448         10.4469
   452         10.4469
   456         10.4469
   460         10.4469
   464         10.4469
   468         10.4469
   472         10.4469
   476         10.4469
   480         10.4469
   484         10.4469
   488         10.4469
   492         10.4469
   496         10.4469
