#	 N_BLOCK:	ACCEPTANCE:
           1    0.471425
           2    0.471765
           3    0.471796
           4    0.471552
           5    0.471621
           6    0.471718
           7    0.471659
           8    0.471555
           9    0.471527
          10    0.471543
          11    0.471503
          12    0.471553
          13    0.471566
          14     0.47153
          15    0.471557
          16    0.471534
          17    0.471562
          18     0.47152
          19    0.471551
          20     0.47155
          21     0.47157
          22    0.471601
          23    0.471606
          24    0.471575
          25    0.471573
          26    0.471561
          27    0.471596
          28    0.471609
          29    0.471593
          30    0.471586
          31    0.471578
          32    0.471585
          33    0.471586
          34    0.471579
          35    0.471579
          36    0.471582
          37    0.471573
          38     0.47156
          39    0.471566
          40    0.471572
          41    0.471582
          42    0.471579
          43    0.471584
          44    0.471578
          45    0.471587
          46    0.471587
          47    0.471605
          48    0.471616
          49    0.471634
          50    0.471641
