#	 N_BLOCK:	ACCEPTANCE:
           1    0.628291
           2    0.628088
           3    0.628104
           4    0.628024
           5     0.62802
           6    0.628075
           7    0.628057
           8    0.627984
           9     0.62798
          10    0.628044
          11    0.628014
          12    0.628048
          13    0.628052
          14    0.628066
          15    0.628083
          16    0.628064
          17    0.628043
          18    0.628063
          19    0.628054
          20     0.62806
          21    0.628074
          22    0.628099
          23    0.628106
          24    0.628095
          25    0.628087
          26     0.62809
          27     0.62809
          28    0.628087
          29    0.628091
          30     0.62808
          31    0.628084
          32    0.628097
          33    0.628109
          34    0.628108
          35    0.628102
          36    0.628105
          37    0.628096
          38    0.628085
          39    0.628097
          40    0.628113
          41     0.62812
          42    0.628117
          43    0.628112
          44    0.628099
          45      0.6281
          46      0.6281
          47    0.628105
          48    0.628113
          49    0.628119
          50    0.628123
