#	 N_BLOCK:	ACCEPTANCE:
           1   0.0993896
           2   0.0991535
           3   0.0995001
           4   0.0989237
           5   0.0987469
           6   0.0989819
           7    0.099053
           8   0.0991181
           9   0.0990943
          10   0.0993049
          11   0.0992253
          12   0.0993102
          13    0.099239
          14   0.0991534
          15    0.099096
          16   0.0991781
          17   0.0990336
          18   0.0990393
          19   0.0990628
          20   0.0990995
          21   0.0991741
          22   0.0992262
          23   0.0991436
          24   0.0991582
          25   0.0991536
          26   0.0991312
          27   0.0991419
          28   0.0991646
          29    0.099139
          30    0.099182
          31   0.0992721
          32   0.0992538
          33   0.0992502
          34   0.0992427
          35   0.0992562
          36    0.099248
          37   0.0992545
          38   0.0992521
          39   0.0992967
          40   0.0992869
          41   0.0992767
          42   0.0992912
          43   0.0993248
          44   0.0993203
          45   0.0993179
          46   0.0993646
          47   0.0993683
          48    0.099375
          49   0.0994001
          50   0.0993945
