#	 N_BLOCK:	ACCEPTANCE:
           1    0.346165
           2     0.34644
           3    0.346435
           4    0.346471
           5    0.346178
           6    0.346139
           7    0.346156
           8    0.346227
           9     0.34634
          10     0.34628
          11     0.34633
          12    0.346436
          13    0.346406
          14    0.346469
          15    0.346534
          16    0.346657
          17    0.346642
          18    0.346588
          19    0.346605
          20    0.346619
          21    0.346654
          22    0.346673
          23    0.346672
          24    0.346639
          25    0.346616
          26    0.346614
          27    0.346622
          28    0.346675
          29    0.346678
          30    0.346682
          31     0.34666
          32    0.346659
          33    0.346661
          34    0.346654
          35    0.346649
          36    0.346627
          37    0.346636
          38    0.346643
          39     0.34664
          40     0.34666
          41    0.346677
          42    0.346686
          43    0.346675
          44    0.346663
          45    0.346681
          46    0.346659
          47    0.346663
          48    0.346666
          49    0.346669
          50     0.34666
