#	 N_BLOCK:	ACCEPTANCE:
           1    0.466316
           2    0.466922
           3    0.466916
           4     0.46665
           5    0.466751
           6    0.466885
           7     0.46685
           8    0.466787
           9    0.466739
          10    0.466781
          11    0.466687
          12     0.46673
          13    0.466703
          14    0.466695
          15    0.466701
          16    0.466673
          17    0.466689
          18    0.466663
          19    0.466698
          20    0.466685
          21    0.466688
          22    0.466722
          23    0.466733
          24    0.466705
          25    0.466708
          26    0.466712
          27    0.466724
          28    0.466732
          29    0.466725
          30    0.466718
          31    0.466686
          32    0.466678
          33    0.466686
          34    0.466669
          35    0.466667
          36    0.466673
          37    0.466674
          38    0.466663
          39    0.466663
          40    0.466661
          41    0.466667
          42    0.466664
          43    0.466669
          44    0.466663
          45    0.466677
          46    0.466674
          47    0.466693
          48      0.4667
          49    0.466727
          50    0.466735
