#	 N_BLOCK:	ACCEPTANCE:
           1    0.471639
           2    0.472048
           3    0.472084
           4     0.47173
           5    0.471726
           6    0.471791
           7    0.471703
           8    0.471621
           9    0.471576
          10    0.471572
          11    0.471449
          12    0.471479
          13    0.471422
          14    0.471421
          15    0.471416
          16    0.471386
          17    0.471393
          18    0.471349
          19    0.471351
          20    0.471373
          21    0.471422
          22    0.471464
          23    0.471475
          24     0.47142
          25    0.471407
          26    0.471406
          27    0.471418
          28    0.471435
          29    0.471419
          30    0.471413
          31    0.471392
          32    0.471387
          33      0.4714
          34    0.471391
          35    0.471389
          36    0.471386
          37    0.471374
          38    0.471382
          39    0.471381
          40    0.471386
          41    0.471392
          42    0.471393
          43     0.47141
          44    0.471398
          45      0.4714
          46    0.471393
          47    0.471395
          48    0.471409
          49    0.471421
          50     0.47143
