#	 N_BLOCK:	ACCEPTANCE:
           1    0.140468
           2    0.140972
           3     0.14138
           4    0.140638
           5     0.14088
           6    0.141058
           7    0.141131
           8    0.140949
           9    0.141207
          10    0.141218
          11    0.141208
          12    0.141196
          13    0.140982
          14     0.14098
          15     0.14104
          16    0.140992
          17    0.140873
          18    0.140824
          19     0.14085
          20    0.140842
          21    0.140969
          22    0.140998
          23    0.140968
          24    0.140969
          25    0.141026
          26    0.141018
          27    0.141118
          28    0.141136
          29    0.141092
          30    0.141133
          31    0.141188
          32    0.141207
          33    0.141155
          34    0.141126
          35    0.141128
          36    0.141115
          37    0.141088
          38    0.141111
          39    0.141127
          40    0.141143
          41    0.141131
          42    0.141146
          43    0.141148
          44    0.141187
          45    0.141211
          46    0.141249
          47    0.141294
          48    0.141307
          49    0.141339
          50    0.141343
