#	 N_BLOCK:	ACCEPTANCE:
           1    0.616371
           2    0.616339
           3    0.616429
           4    0.616328
           5    0.616269
           6    0.616392
           7    0.616384
           8    0.616307
           9    0.616264
          10    0.616322
          11    0.616283
          12    0.616304
          13    0.616347
          14    0.616371
          15    0.616392
          16    0.616372
          17    0.616365
          18    0.616391
          19    0.616385
          20    0.616409
          21    0.616404
          22    0.616456
          23    0.616451
          24    0.616444
          25    0.616424
          26    0.616434
          27    0.616449
          28     0.61645
          29    0.616442
          30    0.616439
          31    0.616435
          32     0.61644
          33    0.616462
          34    0.616469
          35    0.616476
          36    0.616476
          37    0.616465
          38    0.616468
          39    0.616476
          40    0.616499
          41      0.6165
          42    0.616506
          43    0.616505
          44    0.616485
          45    0.616489
          46    0.616493
          47    0.616501
          48    0.616514
          49    0.616519
          50    0.616526
