#	 N_BLOCK:	ACCEPTANCE:
           1    0.614072
           2     0.61403
           3    0.614228
           4    0.614132
           5    0.614207
           6    0.614326
           7    0.614388
           8    0.614283
           9    0.614289
          10    0.614363
          11    0.614328
          12    0.614352
          13    0.614365
          14    0.614348
          15    0.614367
          16    0.614384
          17    0.614365
          18    0.614381
          19    0.614365
          20    0.614377
          21    0.614375
          22    0.614404
          23    0.614426
          24    0.614428
          25    0.614425
          26    0.614433
          27    0.614447
          28    0.614446
          29     0.61445
          30    0.614452
          31    0.614461
          32    0.614464
          33    0.614479
          34    0.614486
          35    0.614486
          36    0.614483
          37    0.614483
          38    0.614484
          39    0.614497
          40    0.614517
          41    0.614513
          42    0.614516
          43    0.614526
          44    0.614502
          45    0.614509
          46    0.614497
          47    0.614513
          48    0.614524
          49    0.614525
          50    0.614526
