#	 N_BLOCK:	ACCEPTANCE:
           1    0.661325
           2    0.661466
           3    0.661665
           4    0.661568
           5    0.661598
           6    0.661689
           7     0.66169
           8     0.66164
           9    0.661621
          10     0.66168
          11    0.661686
          12    0.661675
          13    0.661709
          14    0.661719
          15    0.661718
          16    0.661712
          17    0.661711
          18    0.661715
          19     0.66173
          20    0.661728
          21    0.661755
          22     0.66177
          23    0.661766
          24    0.661737
          25     0.66172
          26     0.66172
          27    0.661717
          28    0.661715
          29    0.661719
          30    0.661722
          31    0.661722
          32    0.661738
          33    0.661739
          34    0.661743
          35    0.661745
          36    0.661758
          37    0.661751
          38     0.66174
          39    0.661755
          40    0.661766
          41    0.661773
          42     0.66177
          43    0.661762
          44    0.661752
          45    0.661754
          46    0.661756
          47     0.66177
          48    0.661778
          49    0.661796
          50    0.661797
