#	 N_BLOCK:	ACCEPTANCE:
           1   0.0917384
           2   0.0913343
           3    0.091452
           4   0.0908302
           5   0.0908668
           6    0.090781
           7   0.0909647
           8   0.0908868
           9   0.0907645
          10   0.0909188
          11   0.0908634
          12    0.090862
          13    0.090896
          14   0.0908415
          15   0.0907271
          16    0.090738
          17   0.0905273
          18   0.0905635
          19   0.0905502
          20   0.0905974
          21   0.0906404
          22   0.0906649
          23   0.0906378
          24   0.0906879
          25   0.0907088
          26   0.0906962
          27    0.090684
          28   0.0907565
          29   0.0907129
          30   0.0907362
          31   0.0907709
          32   0.0907695
          33   0.0907453
          34   0.0906807
          35   0.0906751
          36   0.0906561
          37   0.0906378
          38   0.0906637
          39   0.0907011
          40   0.0906753
          41   0.0906733
          42   0.0906741
          43   0.0906521
          44   0.0906581
          45   0.0906322
          46   0.0906437
          47   0.0906656
          48   0.0906704
          49   0.0907121
          50   0.0907487
