#	 N_BLOCK:	ACCEPTANCE:
           1    0.429017
           2     0.42886
           3    0.428895
           4    0.428939
           5    0.428711
           6    0.428789
           7    0.428856
           8    0.428765
           9    0.428701
          10    0.428764
          11    0.428715
          12    0.428746
          13    0.428753
          14    0.428707
          15    0.428738
          16    0.428747
          17    0.428736
          18    0.428712
          19    0.428697
          20    0.428717
          21    0.428731
          22    0.428749
          23     0.42876
          24    0.428734
          25    0.428721
          26    0.428716
          27    0.428746
          28    0.428778
          29    0.428768
          30     0.42878
          31    0.428754
          32    0.428753
          33    0.428775
          34    0.428761
          35    0.428779
          36    0.428762
          37    0.428786
          38    0.428792
          39    0.428786
          40    0.428793
          41    0.428804
          42      0.4288
          43    0.428798
          44    0.428798
          45    0.428795
          46    0.428792
          47    0.428799
          48    0.428816
          49    0.428824
          50    0.428814
