#	 N_BLOCK:	ACCEPTANCE:
           1    0.570961
           2    0.570805
           3     0.57084
           4    0.570867
           5    0.570942
           6    0.571014
           7    0.571007
           8    0.570973
           9    0.570937
          10    0.570964
          11     0.57095
          12    0.570978
          13    0.570957
          14    0.570954
          15    0.570971
          16    0.570937
          17    0.570964
          18    0.570957
          19    0.570936
          20    0.570946
          21    0.570942
          22    0.570943
          23    0.570954
          24    0.570938
          25    0.570929
          26    0.570948
          27    0.570941
          28    0.570954
          29     0.57093
          30    0.570943
          31    0.570953
          32     0.57095
          33    0.570965
          34    0.570975
          35    0.570972
          36     0.57098
          37    0.570956
          38    0.570964
          39    0.570972
          40    0.571005
          41    0.570994
          42    0.570998
          43    0.570995
          44    0.570992
          45    0.570998
          46    0.570992
          47    0.571014
          48    0.571033
          49    0.571036
          50    0.571035
