#	 N_BLOCK:	ACCEPTANCE:
           1    0.645942
           2    0.645709
           3    0.645763
           4     0.64567
           5    0.645629
           6    0.645692
           7    0.645657
           8    0.645619
           9    0.645597
          10    0.645638
          11    0.645651
          12    0.645664
          13    0.645685
          14    0.645703
          15    0.645722
          16    0.645715
          17    0.645712
          18      0.6457
          19    0.645694
          20    0.645698
          21    0.645705
          22    0.645724
          23    0.645722
          24     0.64572
          25    0.645702
          26    0.645706
          27     0.64569
          28    0.645698
          29    0.645711
          30    0.645704
          31    0.645706
          32    0.645715
          33    0.645726
          34    0.645727
          35    0.645733
          36    0.645741
          37    0.645729
          38    0.645721
          39    0.645729
          40    0.645743
          41    0.645742
          42    0.645738
          43    0.645736
          44    0.645723
          45    0.645721
          46    0.645718
          47    0.645732
          48    0.645735
          49    0.645742
          50    0.645744
