#	 N_BLOCK:	ACCEPTANCE:
           1    0.486205
           2     0.48655
           3    0.486528
           4    0.486239
           5    0.486226
           6    0.486172
           7    0.486108
           8    0.486023
           9    0.485957
          10    0.485956
          11    0.485856
          12    0.485904
          13    0.485915
          14    0.485889
          15    0.485892
          16    0.485865
          17    0.485877
          18    0.485861
          19    0.485848
          20    0.485866
          21    0.485905
          22    0.485935
          23     0.48595
          24    0.485907
          25      0.4859
          26    0.485914
          27    0.485916
          28    0.485939
          29     0.48593
          30    0.485927
          31    0.485906
          32    0.485923
          33    0.485945
          34    0.485947
          35    0.485955
          36    0.485968
          37    0.485948
          38    0.485953
          39    0.485956
          40    0.485961
          41    0.485976
          42    0.485979
          43     0.48598
          44    0.485969
          45    0.485975
          46    0.485973
          47    0.485987
          48     0.48601
          49    0.486023
          50     0.48602
