#	 N_BLOCK:	ACCEPTANCE:
           1    0.354485
           2    0.354809
           3    0.354604
           4    0.354721
           5     0.35451
           6    0.354476
           7    0.354544
           8    0.354493
           9    0.354575
          10    0.354649
          11    0.354632
          12    0.354742
          13    0.354766
          14    0.354748
          15    0.354759
          16     0.35483
          17    0.354849
          18    0.354788
          19    0.354785
          20    0.354774
          21    0.354827
          22      0.3548
          23    0.354835
          24    0.354795
          25    0.354789
          26    0.354788
          27    0.354779
          28    0.354822
          29    0.354818
          30    0.354818
          31    0.354798
          32    0.354794
          33    0.354799
          34      0.3548
          35     0.35482
          36    0.354833
          37    0.354854
          38     0.35483
          39    0.354822
          40    0.354821
          41    0.354849
          42    0.354845
          43     0.35485
          44    0.354859
          45    0.354869
          46    0.354868
          47    0.354874
          48    0.354895
          49    0.354896
          50    0.354887
