#	 N_BLOCK:	ACCEPTANCE:
           1    0.296624
           2    0.297094
           3    0.296848
           4      0.2968
           5    0.296612
           6    0.296607
           7    0.296549
           8    0.296547
           9    0.296677
          10     0.29668
          11    0.296745
          12    0.296786
          13    0.296753
          14    0.296719
          15     0.29675
          16    0.296775
          17    0.296714
          18    0.296643
          19    0.296636
          20     0.29662
          21    0.296682
          22    0.296692
          23    0.296658
          24    0.296607
          25    0.296594
          26    0.296588
          27     0.29657
          28    0.296629
          29    0.296622
          30     0.29666
          31    0.296653
          32    0.296636
          33    0.296615
          34    0.296591
          35    0.296632
          36    0.296627
          37    0.296619
          38    0.296613
          39    0.296621
          40    0.296628
          41    0.296625
          42    0.296625
          43    0.296617
          44    0.296625
          45    0.296644
          46    0.296652
          47    0.296651
          48    0.296638
          49    0.296651
          50    0.296659
