#	 N_BLOCK:	ACCEPTANCE:
           1   0.0601712
           2    0.057901
           3   0.0581049
           4   0.0571916
           5    0.056833
           6   0.0569906
           7   0.0570684
           8   0.0568966
           9   0.0567998
          10   0.0569431
          11   0.0568388
          12   0.0567751
          13    0.056613
          14   0.0566055
          15   0.0564297
          16   0.0564417
          17   0.0562904
          18   0.0562642
          19   0.0561817
          20   0.0561636
          21   0.0561573
          22   0.0562055
          23   0.0561081
          24   0.0561451
          25   0.0561492
          26   0.0561512
          27   0.0561767
          28   0.0561395
          29   0.0562472
          30   0.0562838
          31   0.0562603
          32   0.0563467
          33   0.0563563
          34   0.0563035
          35   0.0562478
          36   0.0562142
          37   0.0562559
          38   0.0562379
          39   0.0563077
          40   0.0562826
          41   0.0562787
          42   0.0563235
          43   0.0563503
          44   0.0563643
          45    0.056435
          46   0.0564402
          47   0.0564713
          48   0.0564169
          49   0.0564166
          50   0.0563956
