#	 N_BLOCK:	ACCEPTANCE:
           1    0.305108
           2     0.30473
           3    0.304119
           4    0.303991
           5    0.303843
           6     0.30388
           7    0.303871
           8    0.303893
           9    0.304041
          10    0.304069
          11    0.304121
          12    0.304177
          13    0.304199
          14    0.304241
          15     0.30426
          16    0.304301
          17    0.304305
          18    0.304257
          19    0.304261
          20    0.304217
          21    0.304249
          22    0.304265
          23    0.304273
          24     0.30421
          25    0.304215
          26    0.304196
          27    0.304194
          28    0.304218
          29     0.30422
          30    0.304263
          31    0.304277
          32     0.30426
          33    0.304246
          34    0.304228
          35    0.304247
          36    0.304258
          37    0.304257
          38    0.304254
          39    0.304243
          40    0.304261
          41    0.304248
          42    0.304267
          43    0.304257
          44    0.304269
          45    0.304294
          46    0.304279
          47    0.304281
          48    0.304282
          49    0.304293
          50    0.304302
