#	 N_BLOCK:	ACCEPTANCE:
           1    0.221573
           2    0.221695
           3    0.221489
           4    0.221589
           5    0.221373
           6    0.221276
           7    0.221302
           8    0.221398
           9    0.221412
          10    0.221398
          11     0.22135
          12     0.22136
          13     0.22137
          14    0.221363
          15    0.221271
          16    0.221269
          17    0.221247
          18     0.22117
          19    0.221162
          20    0.221106
          21    0.221135
          22    0.221117
          23    0.221052
          24    0.221076
          25    0.221134
          26    0.221153
          27    0.221138
          28    0.221166
          29    0.221191
          30    0.221267
          31    0.221278
          32    0.221263
          33     0.22123
          34    0.221241
          35    0.221245
          36    0.221265
          37    0.221274
          38    0.221264
          39    0.221255
          40    0.221272
          41     0.22127
          42    0.221281
          43    0.221276
          44    0.221305
          45    0.221332
          46    0.221361
          47     0.22139
          48     0.22139
          49    0.221413
          50    0.221399
