#	 N_BLOCK:	ACCEPTANCE:
           1     0.07439
           2   0.0731666
           3   0.0740308
           4   0.0734409
           5   0.0733049
           6   0.0730364
           7    0.073143
           8   0.0731535
           9   0.0732117
          10   0.0733549
          11   0.0732403
          12    0.073105
          13   0.0730497
          14   0.0731256
          15   0.0730192
          16   0.0729852
          17   0.0728656
          18   0.0728651
          19   0.0729236
          20   0.0728911
          21   0.0728481
          22   0.0728665
          23   0.0729253
          24   0.0730168
          25   0.0729849
          26   0.0729859
          27   0.0730974
          28   0.0730152
          29   0.0730775
          30   0.0730892
          31   0.0731271
          32   0.0731578
          33   0.0731617
          34   0.0731816
          35   0.0731384
          36   0.0731051
          37   0.0731228
          38   0.0731083
          39   0.0732086
          40   0.0731837
          41   0.0732166
          42   0.0732715
          43   0.0732586
          44   0.0733017
          45   0.0733126
          46   0.0732778
          47   0.0732582
          48   0.0732944
          49   0.0732858
          50   0.0732823
