#	 N_BLOCK:	ACCEPTANCE:
           1    0.231145
           2    0.231511
           3     0.23138
           4    0.231304
           5    0.231384
           6    0.231339
           7    0.231324
           8    0.231292
           9    0.231304
          10     0.23129
          11     0.23123
          12    0.231177
          13    0.231175
          14    0.231177
          15    0.231192
          16     0.23113
          17    0.231093
          18    0.231083
          19    0.231133
          20    0.231088
          21    0.231136
          22    0.231109
          23    0.231079
          24    0.231077
          25    0.231096
          26    0.231112
          27    0.231129
          28    0.231193
          29    0.231183
          30    0.231207
          31    0.231204
          32    0.231162
          33    0.231154
          34    0.231188
          35    0.231197
          36    0.231236
          37    0.231253
          38    0.231229
          39    0.231225
          40    0.231214
          41    0.231209
          42    0.231206
          43    0.231202
          44    0.231209
          45    0.231202
          46    0.231225
          47    0.231227
          48    0.231221
          49    0.231254
          50    0.231269
