#	 N_BLOCK:	ACCEPTANCE:
           1    0.560574
           2    0.560368
           3    0.560343
           4    0.560304
           5    0.560357
           6    0.560379
           7    0.560393
           8    0.560332
           9    0.560269
          10    0.560366
          11     0.56037
          12    0.560425
          13    0.560377
          14    0.560341
          15    0.560369
          16    0.560316
          17    0.560323
          18    0.560318
          19      0.5603
          20    0.560322
          21    0.560326
          22    0.560341
          23    0.560362
          24    0.560368
          25    0.560345
          26    0.560354
          27    0.560333
          28    0.560339
          29    0.560322
          30    0.560331
          31    0.560326
          32    0.560347
          33    0.560364
          34    0.560372
          35     0.56037
          36    0.560375
          37     0.56037
          38    0.560371
          39    0.560384
          40    0.560406
          41    0.560407
          42     0.56041
          43    0.560415
          44    0.560412
          45    0.560408
          46    0.560404
          47    0.560415
          48    0.560428
          49    0.560421
          50    0.560419
