#	 N_BLOCK:	ACCEPTANCE:
           1    1.04e-05
           2       6e-06
           3 4.66667e-06
           4     3.5e-06
           5     2.8e-06
           6 2.33333e-06
           7       2e-06
           8     1.8e-06
           9 9.24444e-06
          10    8.32e-06
          11 7.56364e-06
          12 6.93333e-06
          13 1.22154e-05
          14 1.13429e-05
          15 1.07733e-05
          16    1.02e-05
          17 2.07059e-05
          18 1.95778e-05
          19 2.27158e-05
          20   2.158e-05
          21 2.06286e-05
          22 1.96909e-05
          23 1.88348e-05
          24 1.95833e-05
          25    1.88e-05
          26 1.80769e-05
          27 1.86815e-05
          28 1.80143e-05
          29 1.74069e-05
          30 2.45067e-05
          31 2.37161e-05
          32 2.53625e-05
          33 2.46061e-05
          34 2.39059e-05
          35 2.33829e-05
          36 2.51444e-05
          37 2.45405e-05
          38 2.87158e-05
          39 2.79897e-05
          40   2.753e-05
          41 2.68585e-05
          42 2.63714e-05
          43 2.58512e-05
          44 2.76545e-05
          45   2.704e-05
          46 2.71739e-05
          47 2.66043e-05
          48   2.605e-05
          49 2.55429e-05
          50  2.5032e-05
