#	 N_BLOCK:	ACCEPTANCE:
           1    0.552849
           2    0.552874
           3    0.552905
           4    0.552821
           5    0.552766
           6     0.55281
           7    0.552842
           8    0.552766
           9    0.552716
          10     0.55278
          11     0.55278
          12    0.552767
          13    0.552725
          14    0.552686
          15    0.552683
          16    0.552642
          17    0.552672
          18    0.552672
          19    0.552668
          20    0.552682
          21    0.552688
          22    0.552699
          23    0.552692
          24    0.552682
          25     0.55266
          26    0.552665
          27    0.552638
          28    0.552653
          29     0.55263
          30    0.552629
          31    0.552635
          32    0.552642
          33    0.552653
          34    0.552649
          35    0.552648
          36    0.552663
          37    0.552652
          38    0.552652
          39    0.552662
          40    0.552681
          41    0.552684
          42    0.552678
          43    0.552687
          44    0.552682
          45    0.552685
          46    0.552689
          47    0.552707
          48    0.552724
          49    0.552724
          50    0.552725
