#	 N_BLOCK:	ACCEPTANCE:
           1    0.456411
           2    0.456684
           3    0.456729
           4    0.456431
           5    0.456391
           6    0.456487
           7    0.456485
           8    0.456403
           9    0.456374
          10     0.45642
          11    0.456363
          12     0.45643
          13    0.456406
          14    0.456372
          15    0.456385
          16    0.456346
          17    0.456372
          18    0.456353
          19    0.456362
          20     0.45637
          21    0.456399
          22    0.456401
          23    0.456426
          24    0.456403
          25    0.456388
          26    0.456409
          27    0.456425
          28    0.456445
          29    0.456436
          30    0.456424
          31    0.456402
          32    0.456395
          33    0.456412
          34    0.456398
          35    0.456407
          36    0.456402
          37    0.456401
          38    0.456387
          39    0.456395
          40    0.456422
          41    0.456432
          42    0.456428
          43    0.456442
          44    0.456448
          45    0.456457
          46    0.456453
          47     0.45646
          48    0.456468
          49    0.456485
          50    0.456498
