#	 N_BLOCK:	ACCEPTANCE:
           1    0.348388
           2    0.348158
           3    0.348071
           4    0.347998
           5    0.347804
           6    0.347715
           7      0.3477
           8    0.347644
           9    0.347711
          10    0.347724
          11    0.347726
          12    0.347794
          13    0.347834
          14     0.34786
          15    0.347891
          16    0.347963
          17    0.347975
          18    0.347959
          19    0.347971
          20    0.347971
          21    0.348019
          22    0.348016
          23    0.348015
          24    0.347942
          25    0.347934
          26    0.347918
          27    0.347928
          28    0.347983
          29     0.34798
          30    0.347993
          31    0.347966
          32    0.347975
          33    0.347965
          34     0.34796
          35    0.347986
          36    0.347994
          37    0.348001
          38    0.347994
          39    0.347987
          40    0.347998
          41    0.348009
          42    0.348004
          43    0.348006
          44    0.348009
          45    0.348036
          46    0.348015
          47    0.348024
          48    0.348038
          49    0.348036
          50    0.348036
