#	 N_BLOCK:	ACCEPTANCE:
           1     0.57721
           2    0.577063
           3    0.577024
           4    0.577015
           5    0.576996
           6    0.577059
           7    0.577036
           8    0.576987
           9    0.576961
          10    0.576997
          11    0.577017
          12    0.577035
          13    0.577033
          14    0.577007
          15    0.577029
          16    0.577012
          17    0.577019
          18    0.577042
          19    0.577038
          20    0.577046
          21    0.577059
          22    0.577066
          23    0.577083
          24    0.577069
          25    0.577065
          26    0.577079
          27    0.577064
          28     0.57709
          29    0.577092
          30    0.577109
          31    0.577114
          32    0.577135
          33    0.577148
          34    0.577142
          35    0.577147
          36    0.577158
          37    0.577138
          38    0.577139
          39    0.577144
          40    0.577169
          41    0.577171
          42    0.577168
          43     0.57717
          44     0.57716
          45    0.577167
          46    0.577172
          47    0.577183
          48    0.577197
          49    0.577206
          50    0.577211
