#	 N_BLOCK:	ACCEPTANCE:
           1    0.334243
           2      0.3342
           3    0.333989
           4    0.333937
           5    0.333672
           6    0.333636
           7    0.333698
           8    0.333692
           9      0.3338
          10    0.333765
          11    0.333744
          12    0.333758
          13    0.333704
          14    0.333735
          15     0.33377
          16    0.333851
          17    0.333876
          18    0.333819
          19    0.333814
          20    0.333826
          21    0.333868
          22    0.333891
          23    0.333891
          24    0.333843
          25    0.333818
          26    0.333832
          27    0.333831
          28    0.333885
          29    0.333894
          30     0.33392
          31      0.3339
          32    0.333885
          33    0.333877
          34     0.33386
          35    0.333866
          36    0.333875
          37    0.333869
          38    0.333851
          39    0.333851
          40    0.333859
          41    0.333886
          42    0.333883
          43    0.333887
          44    0.333903
          45    0.333916
          46    0.333895
          47     0.33391
          48    0.333911
          49    0.333918
          50    0.333918
