#	 N_BLOCK:	ACCEPTANCE:
           1    0.513055
           2    0.513096
           3    0.513198
           4    0.513035
           5    0.513066
           6    0.513078
           7    0.513048
           8    0.512978
           9    0.512913
          10    0.513027
          11    0.512953
          12    0.512957
          13    0.512916
          14    0.512912
          15      0.5129
          16    0.512884
          17    0.512888
          18    0.512878
          19    0.512876
          20    0.512931
          21    0.512995
          22    0.513025
          23    0.513052
          24    0.513039
          25    0.513016
          26    0.513043
          27    0.513039
          28    0.513052
          29    0.513044
          30    0.513047
          31    0.513039
          32     0.51305
          33    0.513069
          34    0.513075
          35    0.513074
          36    0.513092
          37    0.513094
          38    0.513099
          39    0.513104
          40    0.513106
          41    0.513111
          42    0.513121
          43    0.513113
          44     0.51312
          45    0.513129
          46    0.513123
          47    0.513131
          48    0.513141
          49    0.513155
          50    0.513153
