#	 N_BLOCK:	ACCEPTANCE:
           1     0.54954
           2     0.54952
           3    0.549409
           4    0.549378
           5    0.549418
           6    0.549471
           7    0.549438
           8    0.549343
           9    0.549254
          10    0.549314
          11     0.54932
          12    0.549363
          13    0.549333
          14    0.549329
          15    0.549326
          16    0.549265
          17    0.549294
          18    0.549285
          19    0.549263
          20    0.549298
          21    0.549323
          22    0.549331
          23    0.549354
          24    0.549337
          25    0.549338
          26    0.549346
          27    0.549331
          28    0.549349
          29    0.549332
          30    0.549341
          31    0.549349
          32    0.549364
          33    0.549396
          34    0.549394
          35    0.549402
          36    0.549405
          37    0.549395
          38    0.549389
          39    0.549403
          40    0.549424
          41    0.549416
          42    0.549426
          43    0.549428
          44    0.549419
          45    0.549425
          46    0.549425
          47    0.549444
          48    0.549458
          49    0.549461
          50    0.549469
