#	 N_BLOCK:	ACCEPTANCE:
           1    0.640132
           2    0.640085
           3    0.640111
           4    0.639985
           5     0.63987
           6     0.63995
           7    0.639931
           8    0.639904
           9    0.639907
          10    0.639955
          11    0.639952
          12    0.639951
          13    0.639932
          14    0.639946
          15    0.639946
          16    0.639944
          17    0.639944
          18    0.639954
          19    0.639944
          20    0.639938
          21    0.639939
          22    0.639953
          23    0.639945
          24    0.639923
          25    0.639901
          26    0.639912
          27    0.639912
          28    0.639907
          29    0.639913
          30    0.639906
          31    0.639911
          32    0.639923
          33    0.639937
          34    0.639936
          35    0.639943
          36    0.639947
          37    0.639937
          38    0.639937
          39    0.639942
          40    0.639956
          41    0.639954
          42    0.639954
          43    0.639951
          44    0.639929
          45    0.639938
          46    0.639941
          47     0.63995
          48    0.639955
          49    0.639965
          50    0.639968
