#	 N_BLOCK:	ACCEPTANCE:
           1     0.58348
           2    0.583379
           3    0.583578
           4    0.583643
           5    0.583588
           6    0.583691
           7    0.583673
           8    0.583613
           9    0.583578
          10    0.583595
          11    0.583608
          12    0.583626
          13    0.583645
          14    0.583644
          15    0.583632
          16    0.583628
          17    0.583645
          18    0.583634
          19    0.583633
          20    0.583641
          21    0.583623
          22    0.583644
          23    0.583661
          24    0.583651
          25    0.583638
          26    0.583659
          27    0.583649
          28    0.583667
          29    0.583655
          30    0.583672
          31    0.583682
          32    0.583693
          33    0.583713
          34    0.583715
          35    0.583732
          36    0.583737
          37    0.583718
          38    0.583714
          39    0.583717
          40    0.583734
          41    0.583739
          42    0.583738
          43    0.583742
          44    0.583721
          45    0.583724
          46    0.583728
          47    0.583741
          48    0.583752
          49    0.583758
          50    0.583767
