#	 N_BLOCK:	ACCEPTANCE:
           1    0.521529
           2    0.521382
           3    0.521309
           4    0.521219
           5    0.521227
           6    0.521394
           7    0.521395
           8     0.52136
           9    0.521285
          10     0.52131
          11    0.521297
          12    0.521343
          13    0.521321
          14    0.521314
          15    0.521319
          16    0.521322
          17    0.521338
          18    0.521324
          19    0.521331
          20    0.521352
          21    0.521394
          22    0.521395
          23    0.521434
          24    0.521435
          25    0.521416
          26    0.521409
          27    0.521402
          28    0.521428
          29     0.52143
          30    0.521446
          31    0.521434
          32    0.521448
          33    0.521463
          34    0.521476
          35    0.521465
          36    0.521479
          37    0.521479
          38    0.521485
          39    0.521489
          40    0.521489
          41    0.521488
          42    0.521488
          43    0.521483
          44     0.52149
          45    0.521507
          46    0.521511
          47    0.521517
          48     0.52153
          49    0.521539
          50    0.521536
