#	 N_BLOCK:	ACCEPTANCE:
           1    0.149661
           2    0.150648
           3    0.150947
           4    0.150398
           5    0.150421
           6     0.15054
           7    0.150771
           8    0.150631
           9    0.150824
          10    0.150736
          11    0.150679
          12    0.150612
          13    0.150494
          14    0.150511
          15    0.150583
          16    0.150413
          17    0.150273
          18    0.150278
          19    0.150314
          20    0.150283
          21    0.150387
          22    0.150457
          23    0.150415
          24    0.150395
          25    0.150455
          26    0.150442
          27    0.150533
          28    0.150545
          29    0.150468
          30    0.150504
          31    0.150569
          32    0.150547
          33    0.150505
          34    0.150474
          35    0.150494
          36    0.150528
          37    0.150555
          38    0.150555
          39    0.150594
          40    0.150602
          41    0.150608
          42    0.150618
          43    0.150603
          44    0.150637
          45    0.150672
          46    0.150695
          47    0.150753
          48     0.15077
          49     0.15081
          50     0.15083
