#	 N_BLOCK:	ACCEPTANCE:
           1    0.533733
           2    0.533825
           3    0.533762
           4    0.533667
           5    0.533696
           6     0.53377
           7     0.53372
           8    0.533704
           9    0.533682
          10    0.533722
          11    0.533755
          12    0.533781
          13    0.533763
          14    0.533768
          15    0.533758
          16    0.533731
          17    0.533735
          18    0.533726
          19    0.533696
          20    0.533746
          21    0.533791
          22      0.5338
          23    0.533818
          24    0.533804
          25    0.533819
          26    0.533828
          27    0.533806
          28    0.533824
          29    0.533815
          30    0.533826
          31    0.533831
          32    0.533851
          33    0.533877
          34    0.533874
          35    0.533867
          36     0.53388
          37    0.533877
          38    0.533885
          39    0.533888
          40     0.53391
          41    0.533922
          42    0.533937
          43    0.533943
          44    0.533945
          45    0.533949
          46    0.533948
          47    0.533955
          48    0.533969
          49    0.533987
          50     0.53399
