#	 N_BLOCK:	ACCEPTANCE:
           1    0.375279
           2    0.375266
           3    0.375137
           4    0.375204
           5    0.375034
           6    0.374997
           7    0.375001
           8    0.374892
           9    0.374909
          10    0.374959
          11    0.374937
          12    0.374956
          13    0.375005
          14    0.374986
          15    0.374981
          16    0.375009
          17    0.374994
          18    0.374907
          19    0.374944
          20    0.374974
          21    0.375006
          22    0.374989
          23    0.374987
          24    0.374933
          25    0.374915
          26    0.374902
          27    0.374915
          28    0.374951
          29    0.374948
          30    0.374949
          31    0.374927
          32    0.374922
          33    0.374926
          34    0.374916
          35    0.374939
          36     0.37496
          37    0.374984
          38    0.374969
          39    0.374958
          40    0.374951
          41    0.374956
          42     0.37495
          43    0.374943
          44    0.374942
          45    0.374933
          46    0.374938
          47    0.374941
          48    0.374944
          49     0.37496
          50    0.374958
