#	 N_BLOCK:	ACCEPTANCE:
           1    0.620019
           2    0.619874
           3    0.619913
           4    0.619879
           5    0.619844
           6    0.619907
           7    0.619915
           8    0.619896
           9    0.619867
          10    0.619921
          11    0.619903
          12    0.619934
          13    0.619955
          14    0.619961
          15    0.619941
          16    0.619952
          17    0.619932
          18    0.619952
          19    0.619941
          20    0.619957
          21    0.619958
          22    0.619999
          23    0.620016
          24    0.620006
          25    0.620005
          26    0.620022
          27    0.620032
          28    0.620029
          29    0.620035
          30    0.620032
          31    0.620041
          32    0.620061
          33    0.620075
          34    0.620081
          35    0.620079
          36    0.620078
          37    0.620073
          38    0.620063
          39    0.620078
          40      0.6201
          41    0.620104
          42    0.620105
          43    0.620112
          44      0.6201
          45    0.620101
          46    0.620095
          47    0.620106
          48    0.620122
          49    0.620125
          50    0.620126
