#	 N_BLOCK:	ACCEPTANCE:
           1   0.0327896
           2   0.0323726
           3   0.0323089
           4   0.0318622
           5   0.0315838
           6   0.0317931
           7   0.0316623
           8   0.0315119
           9   0.0315338
          10   0.0317313
          11   0.0316881
          12   0.0316415
          13   0.0315723
          14   0.0313883
          15   0.0313947
          16   0.0314347
          17   0.0315039
          18   0.0315271
          19   0.0314161
          20   0.0314507
          21   0.0314536
          22   0.0314952
          23   0.0314288
          24   0.0314093
          25   0.0314201
          26   0.0313365
          27   0.0315085
          28   0.0315619
          29   0.0315745
          30   0.0315203
          31     0.03153
          32   0.0314989
          33   0.0314968
          34   0.0314712
          35   0.0314589
          36   0.0314404
          37   0.0314313
          38   0.0314131
          39   0.0315056
          40   0.0315064
          41   0.0315636
          42   0.0315317
          43   0.0315529
          44   0.0315346
          45   0.0314552
          46   0.0314638
          47   0.0314546
          48   0.0314152
          49   0.0314305
          50   0.0314631
