#	 N_BLOCK:	ACCEPTANCE:
           1    0.141338
           2    0.141934
           3    0.142145
           4    0.141925
           5    0.142193
           6    0.142385
           7    0.142355
           8    0.142379
           9    0.142591
          10     0.14265
          11    0.142708
          12    0.142741
          13    0.142628
          14    0.142614
          15    0.142613
          16    0.142599
          17    0.142472
          18    0.142458
          19    0.142522
          20    0.142426
          21    0.142545
          22    0.142528
          23    0.142485
          24    0.142503
          25     0.14249
          26    0.142467
          27    0.142528
          28    0.142515
          29    0.142555
          30    0.142617
          31    0.142674
          32      0.1427
          33    0.142693
          34    0.142683
          35    0.142702
          36    0.142734
          37    0.142721
          38    0.142699
          39    0.142728
          40    0.142746
          41    0.142731
          42    0.142747
          43    0.142764
          44    0.142773
          45    0.142785
          46    0.142789
          47    0.142803
          48    0.142803
          49    0.142833
          50    0.142843
