#	 N_BLOCK:	ACCEPTANCE:
           1   0.0517132
           2   0.0486668
           3   0.0495163
           4   0.0489711
           5    0.048469
           6   0.0484027
           7   0.0481426
           8   0.0477154
           9   0.0477172
          10   0.0476784
          11   0.0473851
          12   0.0471287
          13   0.0471002
          14   0.0471523
          15   0.0471111
          16    0.047146
          17   0.0471131
          18   0.0472079
          19   0.0470634
          20   0.0471038
          21   0.0471065
          22   0.0472028
          23   0.0471991
          24   0.0472408
          25   0.0472879
          26   0.0472473
          27   0.0472997
          28   0.0473037
          29   0.0472993
          30   0.0472473
          31    0.047252
          32   0.0472297
          33   0.0471879
          34   0.0472572
          35   0.0472677
          36   0.0472335
          37   0.0472295
          38   0.0471734
          39   0.0472056
          40     0.04726
          41   0.0473369
          42   0.0473144
          43   0.0473563
          44   0.0473464
          45   0.0473363
          46   0.0473503
          47    0.047342
          48   0.0472921
          49   0.0473208
          50   0.0473685
