#	 N_BLOCK:	ACCEPTANCE:
           1     0.16864
           2    0.169231
           3    0.169095
           4    0.168977
           5    0.169128
           6    0.169299
           7    0.169435
           8    0.169358
           9    0.169483
          10    0.169504
          11    0.169495
          12    0.169489
          13    0.169397
          14     0.16948
          15    0.169541
          16    0.169492
          17    0.169414
          18    0.169349
          19    0.169298
          20    0.169284
          21    0.169365
          22    0.169367
          23    0.169326
          24    0.169279
          25    0.169284
          26    0.169253
          27    0.169301
          28    0.169296
          29    0.169277
          30    0.169293
          31    0.169334
          32    0.169306
          33     0.16928
          34    0.169245
          35     0.16926
          36    0.169239
          37    0.169245
          38    0.169231
          39    0.169298
          40    0.169294
          41    0.169281
          42    0.169335
          43    0.169317
          44    0.169323
          45    0.169349
          46    0.169369
          47     0.16937
          48     0.16937
          49    0.169391
          50    0.169364
