#	 N_BLOCK:	ACCEPTANCE:
           1    0.613991
           2    0.613796
           3    0.613782
           4    0.613675
           5    0.613622
           6    0.613734
           7    0.613719
           8    0.613664
           9    0.613607
          10    0.613633
          11    0.613598
          12    0.613622
          13    0.613649
          14    0.613649
          15    0.613641
          16    0.613647
          17    0.613654
          18    0.613671
          19    0.613665
          20    0.613657
          21    0.613658
          22    0.613694
          23     0.61369
          24    0.613675
          25    0.613668
          26     0.61366
          27    0.613685
          28    0.613692
          29     0.61368
          30     0.61369
          31    0.613687
          32    0.613694
          33    0.613708
          34    0.613706
          35    0.613715
          36    0.613707
          37    0.613695
          38    0.613692
          39    0.613707
          40    0.613731
          41    0.613735
          42    0.613744
          43    0.613742
          44    0.613722
          45    0.613732
          46    0.613733
          47    0.613744
          48    0.613762
          49    0.613768
          50    0.613775
