#	 N_BLOCK:	ACCEPTANCE:
           1    0.451373
           2    0.451434
           3    0.451598
           4    0.451308
           5    0.451216
           6    0.451183
           7    0.451157
           8    0.451096
           9    0.451144
          10    0.451185
          11    0.451169
          12    0.451201
          13      0.4512
          14    0.451164
          15     0.45114
          16    0.451107
          17    0.451109
          18    0.451103
          19    0.451112
          20    0.451131
          21    0.451185
          22    0.451162
          23    0.451193
          24    0.451158
          25    0.451161
          26    0.451173
          27    0.451182
          28    0.451204
          29    0.451187
          30    0.451189
          31    0.451164
          32     0.45116
          33    0.451175
          34    0.451152
          35     0.45117
          36    0.451167
          37    0.451179
          38    0.451175
          39    0.451181
          40    0.451191
          41    0.451206
          42    0.451185
          43    0.451198
          44    0.451204
          45    0.451213
          46     0.45122
          47    0.451223
          48    0.451245
          49    0.451259
          50    0.451266
