#	 N_BLOCK:	ACCEPTANCE:
           1   0.0203456
           2   0.0205559
           3   0.0195281
           4   0.0191066
           5   0.0190336
           6   0.0191076
           7   0.0189004
           8   0.0188698
           9    0.018704
          10   0.0187772
          11   0.0188613
          12   0.0186614
          13   0.0185292
          14   0.0183892
          15   0.0183787
          16   0.0184148
          17   0.0184531
          18   0.0184096
          19   0.0183266
          20   0.0183624
          21   0.0183526
          22   0.0183862
          23   0.0183812
          24   0.0183587
          25   0.0183237
          26   0.0182692
          27   0.0183293
          28   0.0183874
          29   0.0184207
          30   0.0184393
          31   0.0184484
          32   0.0184791
          33   0.0184688
          34   0.0184428
          35   0.0184354
          36   0.0184816
          37   0.0184939
          38   0.0184755
          39   0.0185306
          40   0.0185231
          41   0.0185639
          42   0.0185547
          43   0.0186039
          44   0.0186019
          45   0.0185806
          46   0.0185847
          47    0.018583
          48   0.0185732
          49   0.0185731
          50    0.018569
