#	 N_BLOCK:	ACCEPTANCE:
           1    0.567423
           2     0.56718
           3    0.567134
           4    0.566956
           5    0.566901
           6    0.567012
           7     0.56696
           8     0.56688
           9    0.566825
          10    0.566889
          11    0.566905
          12    0.566913
          13    0.566899
          14    0.566901
          15    0.566914
          16    0.566861
          17    0.566899
          18    0.566903
          19    0.566894
          20    0.566902
          21    0.566896
          22    0.566919
          23    0.566928
          24    0.566911
          25    0.566908
          26    0.566922
          27    0.566904
          28    0.566927
          29    0.566912
          30    0.566917
          31    0.566925
          32    0.566937
          33    0.566962
          34    0.566961
          35    0.566968
          36    0.566981
          37    0.566962
          38    0.566958
          39    0.566962
          40    0.566985
          41    0.566988
          42    0.566995
          43       0.567
          44    0.566988
          45    0.566989
          46    0.566992
          47    0.567017
          48    0.567033
          49    0.567036
          50    0.567036
