#	 N_BLOCK:	ACCEPTANCE:
           1    0.630002
           2    0.629853
           3    0.629881
           4    0.629735
           5    0.629682
           6    0.629782
           7    0.629721
           8    0.629629
           9    0.629641
          10    0.629725
          11     0.62976
          12    0.629767
          13     0.62977
          14    0.629773
          15    0.629764
          16    0.629768
          17    0.629748
          18    0.629759
          19    0.629752
          20    0.629747
          21     0.62976
          22    0.629795
          23    0.629799
          24    0.629778
          25    0.629755
          26    0.629765
          27    0.629782
          28    0.629774
          29    0.629781
          30    0.629768
          31    0.629776
          32    0.629793
          33    0.629806
          34    0.629817
          35    0.629821
          36    0.629827
          37    0.629818
          38    0.629814
          39    0.629816
          40    0.629834
          41    0.629842
          42    0.629844
          43    0.629843
          44    0.629825
          45    0.629823
          46    0.629824
          47    0.629834
          48    0.629851
          49    0.629864
          50    0.629869
