#	 N_BLOCK:	ACCEPTANCE:
           1    0.196917
           2    0.196827
           3    0.196694
           4    0.196567
           5    0.196419
           6    0.196446
           7    0.196479
           8    0.196262
           9    0.196199
          10    0.196362
          11    0.196213
          12    0.196217
          13    0.196121
          14    0.196136
          15      0.1962
          16    0.196131
          17    0.196074
          18    0.196056
          19    0.196127
          20    0.196101
          21    0.196207
          22    0.196202
          23    0.196195
          24    0.196166
          25    0.196238
          26    0.196189
          27     0.19622
          28    0.196289
          29    0.196263
          30    0.196303
          31     0.19632
          32    0.196241
          33    0.196233
          34     0.19624
          35    0.196242
          36    0.196278
          37    0.196278
          38    0.196258
          39    0.196267
          40    0.196291
          41    0.196306
          42    0.196323
          43    0.196349
          44     0.19637
          45    0.196369
          46    0.196376
          47     0.19639
          48    0.196399
          49    0.196412
          50     0.19641
