#	 N_BLOCK:	ACCEPTANCE:
           1    0.222744
           2    0.222724
           3    0.222753
           4    0.222541
           5    0.222424
           6     0.22263
           7    0.222703
           8    0.222649
           9    0.222651
          10    0.222718
          11    0.222636
          12    0.222634
          13    0.222593
          14    0.222575
          15    0.222618
          16    0.222535
          17    0.222455
          18    0.222455
          19    0.222521
          20    0.222512
          21    0.222569
          22    0.222534
          23    0.222541
          24    0.222493
          25    0.222502
          26    0.222479
          27    0.222482
          28    0.222539
          29     0.22253
          30    0.222578
          31    0.222578
          32    0.222553
          33    0.222546
          34    0.222567
          35    0.222578
          36    0.222587
          37    0.222588
          38    0.222561
          39    0.222554
          40    0.222569
          41    0.222553
          42     0.22255
          43    0.222553
          44    0.222574
          45    0.222577
          46     0.22261
          47    0.222622
          48    0.222612
          49     0.22265
          50    0.222643
