#	 N_BLOCK:	ACCEPTANCE:
           1     0.32678
           2    0.326557
           3     0.32647
           4     0.32651
           5    0.326324
           6    0.326334
           7    0.326341
           8     0.32636
           9    0.326481
          10    0.326483
          11    0.326491
          12    0.326557
          13    0.326529
          14    0.326538
          15    0.326565
          16    0.326613
          17     0.32662
          18    0.326596
          19     0.32659
          20    0.326603
          21    0.326638
          22    0.326667
          23    0.326671
          24    0.326628
          25    0.326605
          26    0.326615
          27    0.326601
          28     0.32665
          29    0.326657
          30    0.326665
          31    0.326651
          32    0.326632
          33    0.326598
          34    0.326571
          35    0.326583
          36    0.326583
          37    0.326588
          38    0.326589
          39    0.326595
          40    0.326594
          41    0.326611
          42    0.326617
          43    0.326617
          44    0.326639
          45     0.32665
          46    0.326639
          47    0.326651
          48    0.326654
          49    0.326661
          50    0.326663
