#	 N_BLOCK:	ACCEPTANCE:
           1    0.466325
           2    0.466946
           3    0.466935
           4    0.466582
           5    0.466532
           6    0.466605
           7    0.466537
           8    0.466508
           9    0.466567
          10    0.466536
          11    0.466355
          12    0.466394
          13    0.466346
          14    0.466301
          15    0.466257
          16    0.466235
          17    0.466249
          18    0.466221
          19    0.466235
          20    0.466263
          21    0.466344
          22    0.466372
          23    0.466405
          24    0.466345
          25    0.466322
          26    0.466332
          27    0.466343
          28    0.466371
          29    0.466355
          30    0.466351
          31    0.466329
          32    0.466323
          33    0.466334
          34     0.46633
          35    0.466339
          36     0.46634
          37    0.466329
          38     0.46632
          39    0.466324
          40    0.466329
          41     0.46633
          42    0.466328
          43    0.466339
          44     0.46634
          45    0.466342
          46     0.46634
          47    0.466346
          48    0.466352
          49    0.466367
          50    0.466372
