#	 N_BLOCK:	ACCEPTANCE:
           1    0.476302
           2     0.47651
           3    0.476548
           4    0.476332
           5    0.476399
           6    0.476434
           7    0.476411
           8    0.476338
           9    0.476346
          10    0.476395
          11     0.47636
          12    0.476381
          13    0.476386
          14    0.476357
          15    0.476381
          16    0.476354
          17    0.476404
          18    0.476366
          19    0.476408
          20    0.476409
          21    0.476457
          22    0.476488
          23    0.476514
          24    0.476472
          25    0.476465
          26    0.476477
          27    0.476489
          28    0.476513
          29    0.476501
          30     0.47651
          31    0.476497
          32     0.47649
          33    0.476483
          34    0.476482
          35    0.476478
          36    0.476488
          37     0.47648
          38    0.476492
          39    0.476489
          40    0.476497
          41    0.476509
          42    0.476505
          43    0.476515
          44    0.476513
          45    0.476513
          46    0.476517
          47    0.476534
          48    0.476544
          49    0.476553
          50    0.476566
