#	 N_BLOCK:	ACCEPTANCE:
           1    0.605265
           2    0.604996
           3    0.605111
           4     0.60505
           5    0.605004
           6    0.605136
           7    0.605115
           8    0.605052
           9    0.604996
          10    0.605036
          11    0.605019
          12    0.605068
          13    0.605095
          14    0.605077
          15    0.605089
          16    0.605083
          17    0.605085
          18    0.605106
          19    0.605088
          20    0.605099
          21    0.605108
          22    0.605122
          23    0.605143
          24    0.605123
          25    0.605115
          26    0.605113
          27    0.605118
          28    0.605113
          29    0.605116
          30    0.605126
          31    0.605126
          32    0.605138
          33    0.605153
          34    0.605168
          35    0.605171
          36    0.605168
          37    0.605163
          38    0.605166
          39    0.605175
          40    0.605185
          41    0.605187
          42    0.605198
          43    0.605193
          44    0.605168
          45    0.605179
          46    0.605174
          47    0.605189
          48    0.605203
          49    0.605202
          50      0.6052
