#	 N_BLOCK:	ACCEPTANCE:
           1    0.400227
           2    0.400359
           3    0.400415
           4    0.400344
           5    0.400047
           6    0.400054
           7    0.400076
           8     0.40002
           9    0.400009
          10    0.400016
          11    0.399978
          12    0.399996
          13    0.400077
          14    0.400074
          15    0.400084
          16    0.400154
          17    0.400179
          18    0.400164
          19    0.400138
          20    0.400161
          21    0.400172
          22    0.400197
          23    0.400218
          24    0.400194
          25    0.400192
          26     0.40021
          27    0.400205
          28    0.400228
          29    0.400209
          30    0.400206
          31    0.400184
          32    0.400172
          33    0.400207
          34    0.400212
          35    0.400246
          36    0.400242
          37    0.400248
          38    0.400242
          39    0.400237
          40    0.400243
          41    0.400246
          42    0.400229
          43    0.400233
          44    0.400233
          45    0.400241
          46    0.400243
          47     0.40025
          48    0.400266
          49    0.400285
          50    0.400276
