#	 N_BLOCK:	ACCEPTANCE:
           1    0.611136
           2    0.610863
           3    0.610733
           4    0.610689
           5    0.610686
           6    0.610759
           7    0.610766
           8    0.610733
           9    0.610699
          10    0.610741
          11    0.610711
          12    0.610725
          13    0.610757
          14    0.610775
          15    0.610759
          16    0.610746
          17    0.610759
          18    0.610787
          19    0.610777
          20    0.610781
          21    0.610784
          22    0.610814
          23     0.61082
          24    0.610808
          25      0.6108
          26    0.610798
          27    0.610807
          28    0.610814
          29    0.610803
          30    0.610805
          31    0.610806
          32    0.610824
          33    0.610838
          34    0.610851
          35    0.610859
          36    0.610862
          37    0.610864
          38    0.610864
          39    0.610878
          40    0.610901
          41    0.610905
          42    0.610917
          43    0.610916
          44    0.610897
          45    0.610902
          46    0.610905
          47    0.610922
          48    0.610937
          49    0.610939
          50     0.61094
