#	 N_BLOCK:	ACCEPTANCE:
           1   0.0175936
           2   0.0155654
           3   0.0146275
           4   0.0150162
           5   0.0151465
           6    0.015258
           7   0.0150443
           8    0.014968
           9   0.0149745
          10   0.0148689
          11   0.0146674
          12   0.0145926
          13   0.0143674
          14   0.0143563
          15   0.0142722
          16   0.0144181
          17   0.0143485
          18   0.0145201
          19   0.0145846
          20   0.0145314
          21   0.0144684
          22   0.0145234
          23   0.0145538
          24   0.0144383
          25   0.0144467
          26   0.0144056
          27   0.0144043
          28   0.0143309
          29    0.014346
          30   0.0143658
          31   0.0143442
          32   0.0144108
          33   0.0143905
          34   0.0143604
          35   0.0143902
          36   0.0144293
          37    0.014506
          38   0.0145407
          39   0.0145574
          40   0.0145567
          41   0.0145722
          42   0.0146009
          43   0.0146188
          44   0.0145932
          45   0.0146705
          46   0.0146612
          47   0.0146773
          48   0.0146481
          49   0.0146166
          50   0.0146009
