#	 N_BLOCK:	ACCEPTANCE:
           1    0.627409
           2    0.627303
           3    0.627311
           4    0.627173
           5    0.627091
           6    0.627109
           7    0.627113
           8    0.627032
           9    0.627022
          10    0.627071
          11    0.627106
          12    0.627106
          13    0.627126
          14    0.627124
          15    0.627151
          16    0.627144
          17    0.627127
          18    0.627156
          19    0.627152
          20    0.627169
          21    0.627168
          22    0.627188
          23    0.627177
          24    0.627168
          25    0.627156
          26    0.627158
          27    0.627167
          28    0.627163
          29    0.627172
          30    0.627168
          31     0.62718
          32    0.627205
          33    0.627216
          34    0.627213
          35    0.627216
          36    0.627223
          37    0.627218
          38    0.627218
          39    0.627221
          40    0.627238
          41    0.627243
          42    0.627243
          43    0.627242
          44    0.627222
          45    0.627216
          46    0.627218
          47    0.627228
          48    0.627243
          49    0.627254
          50    0.627253
