#	 N_BLOCK:	ACCEPTANCE:
           1    0.481145
           2    0.481679
           3    0.481623
           4    0.481363
           5     0.48139
           6    0.481415
           7    0.481334
           8    0.481237
           9    0.481192
          10    0.481155
          11    0.481023
          12    0.481062
          13    0.481065
          14    0.481067
          15    0.481054
          16     0.48103
          17    0.481043
          18    0.481044
          19    0.481042
          20    0.481059
          21    0.481113
          22    0.481137
          23    0.481149
          24    0.481094
          25    0.481092
          26    0.481095
          27    0.481108
          28    0.481129
          29    0.481119
          30    0.481123
          31    0.481098
          32    0.481113
          33    0.481134
          34    0.481132
          35    0.481128
          36     0.48113
          37    0.481121
          38    0.481134
          39    0.481144
          40    0.481162
          41    0.481169
          42    0.481169
          43    0.481174
          44    0.481162
          45    0.481162
          46    0.481162
          47    0.481169
          48    0.481187
          49    0.481196
          50    0.481195
